tau	chr	start	end	name	Kidney	Salivary-gland	Spleen	Heart	Jejunum	Horn	Ileum	Bone-marrow	Skin	Blood	Brain	Testis	Adipose	Duodenal	Rumen	Muscle
1.00000	6	117507925	117517471	MSTRG.57162.1	0.199685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.201702	0.0	0.0	0.0	0.419897	0.0
0.90729	6	117532359	117546275	MSTRG.57163.1	1.77018	0.747088	1.877246	0.588212	0.501258	1.208999	1.551607	0.828348	0.764577	9.516671	3.348535	1.042305	0.678589	0.543401	1.054563	0.277016
NA	6	117388843	117392702	MSTRG.57166.7	0.239028	0.0	0.0	0.0	0.416424	0.011936	0.0	0.0	0.0	0.046068	0.143313	0.071006	0.002662	0.012978	0.126965	0.0
NA	6	117407054	117407452	MSTRG.57168.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094866	0.0	0.0
0.63917	6	117413687	117415262	MSTRG.57170.1	1.572429	2.739468	1.259699	1.322508	0.540033	0.474246	2.527675	1.754868	0.970478	1.253357	3.184853	2.327503	0.739677	1.94527	2.925094	0.309882
0.87052	6	117413751	117415262	MSTRG.57170.2	0.576226	0.0	1.06427	0.592432	0.502923	1.515595	0.0	1.332545	0.6272	0.462565	2.080003	0.06589	0.236285	0.168897	2.162042	0.0
0.96087	6	117582299	117583439	MSTRG.57176.1	0.036145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015846	0.0	1.309862	0.0	0.0	0.117762	1.583907	0.0
NA	6	117582323	117583439	MSTRG.57176.2	0.104905	0.087476	0.586911	0.053001	0.269929	0.201157	0.182631	0.0	0.0	0.415195	0.526783	0.284941	0.108095	0.201044	0.765599	0.0
NA	6	117648124	117650728	MSTRG.57183.12	0.072226	0.060828	0.0	0.007909	0.021149	0.003558	0.018656	0.111939	0.175137	0.140734	0.01426	0.126771	0.028945	0.012358	0.026789	0.0
NA	6	117647360	117650728	MSTRG.57183.5	0.283955	0.095572	0.0	0.026521	0.079174	0.011737	0.109464	0.010995	0.131178	0.021057	0.072178	0.019598	0.158442	0.033474	0.052654	0.0
NA	6	117647360	117650728	MSTRG.57183.6	0.063229	0.035782	0.0	0.009886	0.02648	0.054814	0.072396	0.008491	0.306008	0.037372	0.058708	0.007972	0.052768	0.031924	0.074111	0.002806
NA	6	117647400	117650728	MSTRG.57183.7	0.016352	0.014148	0.0	0.030107	0.033093	0.022465	0.052204	0.025529	0.182941	0.164918	0.011919	0.025514	0.073494	0.046676	0.203087	0.0
NA	6	117647401	117650728	MSTRG.57183.8	0.112219	0.012419	0.0	0.001547	0.006056	0.003513	0.020486	0.018358	0.022331	0.008555	0.022603	0.027936	0.014955	0.005037	0.029251	0.0
NA	6	117647401	117650728	MSTRG.57183.9	0.063704	2.7e-05	0.0	8e-06	0.000531	0.0	6.6e-05	0.000145	0.000614	0.025629	0.000659	0.013446	0.005157	0.003195	0.007201	0.001443
1.00000	6	117799395	117805804	MSTRG.57185.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.215193	0.0
1.00000	6	117799402	117803910	MSTRG.57185.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.527447	0.0
1.00000	6	117799412	117805804	MSTRG.57185.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.039595	0.0
1.00000	6	117799412	117805804	MSTRG.57185.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.134299	0.0
1.00000	7	84847	97646	MSTRG.57197.2	0.0	0.0	0.0	0.0	0.092611	0.0	0.0	0.0	0.0	0.0	0.0	0.270654	0.0	0.0	2.498579	0.0
1.00000	7	84970	92234	MSTRG.57197.3	0.0	0.0	0.0	0.0	0.002122	0.0	0.0	0.0	0.0	0.0	0.0	0.147007	0.0	0.0	4.982718	0.0
1.00000	7	84970	97646	MSTRG.57197.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014524	0.0	0.0	5.772679	0.0
1.00000	7	84970	97646	MSTRG.57197.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012215	0.0	0.0	1.166437	0.0
1.00000	7	85298	91945	MSTRG.57197.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021482	0.0	0.0	4.296766	0.0
NA	7	90024	97646	MSTRG.57197.7	0.0	0.001199	0.0	0.0	0.027154	0.00331	0.023084	0.0	0.0	0.0	0.004921	0.021093	0.0	0.0	0.727673	0.0
NA	7	101845	109729	MSTRG.57199.1	0.0	0.0	0.0	0.0	0.003648	0.0	0.007366	0.0	0.0	0.0	0.0	0.013516	0.0	0.0	0.059607	0.0
1.00000	7	113781	120711	MSTRG.57200.1	0.0	0.0	0.0	0.0	0.357395	0.04359	0.022551	0.0	0.0	0.0	0.008152	0.054981	0.0	0.0	3.321093	0.0
0.87994	7	540010	556070	MSTRG.57203.1	1.513681	0.391197	0.0	1.575376	3.615645	0.823875	0.615439	7.204934	0.339815	0.171191	0.207441	0.490285	7.352485	1.637171	39.426968	0.0
0.97937	7	901637	919965	MSTRG.57213.1	0.2219	0.0	0.0	0.446967	0.167227	0.161104	0.105514	1.330052	0.0	0.0	0.119139	0.044633	2.514038	0.070776	0.529582	0.0
NA	7	1135645	1149790	MSTRG.57216.1	0.0	0.0	0.0	0.0	0.030539	0.0	0.0	0.0	0.0	0.0	0.220617	0.0	0.043933	0.0	0.052877	0.0
0.99195	7	1263961	1267148	MSTRG.57220.1	0.107445	0.090253	0.276139	0.090716	1.117077	0.045264	0.064581	0.058462	0.277404	0.127261	0.39249	0.098445	0.053202	0.352816	2.501328	0.0
NA	7	1415978	1417917	MSTRG.57223.1	0.0	0.0	0.0	0.0	0.001102	8.3e-05	0.000479	0.0	0.0	0.0	0.000176	0.0	0.0	0.00069	0.006377	0.0
1.00000	7	1448795	1471883	MSTRG.57225.1	0.270737	0.116142	0.379073	0.6142	1.770963	0.146155	0.455717	0.231115	0.414938	0.484948	0.902436	0.321402	0.158978	0.415243	0.681986	0.959781
NA	7	1448828	1479828	MSTRG.57225.2	0.225453	0.280925	0.082517	0.46238	0.391088	0.137704	0.342795	0.488447	0.492409	0.450033	0.906038	0.401597	0.215187	0.472221	0.765575	0.41769
0.94764	7	1541879	1543400	MSTRG.57229.1	0.109617	0.059379	0.0	0.0	0.25427	0.0	0.0	0.0	0.704534	4.327596	0.133826	0.331732	0.202203	0.152808	3.159827	0.0
NA	7	1607055	1607726	MSTRG.57231.1	0.0	0.0	0.0	0.00288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9e-05	0.0
0.96383	7	2050308	2058093	MSTRG.57238.1	0.0	0.0	0.0	0.0	0.0	0.0	0.209232	0.0	1.253323	0.0	0.0	0.0	0.0	0.11328	1.130346	0.0
NA	7	2276569	2282668	MSTRG.57244.1	0.071998	0.040707	0.0	0.015568	0.197549	0.060221	0.0	0.205382	0.08694	0.121362	0.674172	0.219931	0.031426	0.208993	0.666217	0.133126
0.97851	7	2535337	2538078	MSTRG.57250.2	0.151295	0.166858	0.250307	0.086583	1.804329	0.347389	0.263177	0.093408	0.167212	0.058396	0.913413	0.256865	0.054131	0.323492	1.20955	0.0
NA	7	2530540	2536047	MSTRG.57251.2	0.0	0.0	0.0	0.0	0.040279	0.0	0.0	0.0	0.0	0.0	0.30233	0.0	0.0	0.0	0.15431	0.0
0.97535	7	2573757	2580512	MSTRG.57255.1	0.37355	0.0	0.573644	0.225557	0.0	1.431792	0.462024	0.923521	0.220381	0.407666	0.889249	0.279782	0.219693	0.446895	1.14193	0.0
NA	7	2624164	2632019	MSTRG.57259.1	0.064087	0.29388	0.108883	0.005007	0.101137	0.031058	0.100404	0.069722	0.066789	0.008462	0.522746	0.576219	0.22171	0.597966	0.646622	0.0
NA	7	2625024	2632169	MSTRG.57259.2	0.02554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000658	0.0	0.067929	0.0	0.0	0.538067	0.0	0.0
0.92550	7	2625033	2632169	MSTRG.57259.3	0.361566	0.423954	0.050275	0.742109	0.265808	0.50627	0.558723	1.113779	0.108283	0.073954	1.607259	1.028865	0.786512	1.220378	1.21517	0.0
1.00000	7	2625173	2632169	MSTRG.57259.4	0.294266	0.202344	0.05237	0.073969	0.19929	0.206657	0.361384	0.640346	0.061208	0.054508	1.015642	0.005628	0.885397	0.443973	0.623384	0.0
1.00000	7	2625499	2632169	MSTRG.57259.5	0.0	0.0	0.0	0.0	0.0	0.05108	0.0	0.0	0.040695	0.008527	0.0	0.0	1.043124	0.0	0.072976	0.0
NA	7	2626597	2632169	MSTRG.57259.6	0.154626	0.0	0.0	0.581182	0.043901	0.050011	0.342096	0.151826	0.055877	0.039611	0.186243	0.0	0.196246	0.041839	0.481936	0.0
1.00000	7	2626627	2632169	MSTRG.57259.7	0.045325	0.0	0.0	1.164796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.741454	0.000893	0.0
1.00000	7	2626664	2632169	MSTRG.57259.8	0.456835	0.965396	0.0	0.546434	0.080874	0.572036	0.225436	0.890919	0.040486	0.097293	1.463514	0.0	0.164396	0.537484	0.861788	0.0
0.67864	7	3003735	3019142	MSTRG.57268.1	1.825779	2.258723	2.796977	1.046873	2.264205	1.258229	1.109388	2.913509	1.297337	6.943809	1.953265	2.319592	1.136632	3.590808	4.272737	0.486288
NA	7	3010798	3019142	MSTRG.57268.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025161	0.0	0.999665	0.0	0.228627	0.144213	0.0
1.00000	7	2744820	2747096	MSTRG.57270.1	0.0	0.0	0.0	0.002888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.366365
1.00000	7	3165097	3168764	MSTRG.57279.1	0.0	0.0	0.0	0.0	0.083489	0.0	0.0	0.0	0.0	0.0	1.318459	0.132074	0.0	0.0	0.498175	0.0
1.00000	7	3476017	3487873	MSTRG.57283.10	0.0	0.0	0.0	0.0	0.011848	0.024495	0.187299	0.0	0.36579	0.01351	1.017909	0.013147	0.002949	0.004044	0.148628	0.0
NA	7	3476108	3507824	MSTRG.57283.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017455	0.0	0.00523	0.0	0.0	0.298912	0.0
0.76855	7	3654413	3685527	MSTRG.57286.1	1.605248	1.883272	0.0	0.36034	0.817034	0.631258	1.618897	0.0	2.727085	1.183897	0.860126	1.836179	0.545355	2.192049	3.307233	0.358149
1.00000	7	3759199	3766813	MSTRG.57291.1	0.207312	0.0	0.0	0.288019	0.389264	0.0	0.265289	0.0	0.44987	0.0	0.423051	0.026351	0.045325	0.220573	2.311455	0.0
1.00000	7	3759264	3766813	MSTRG.57291.2	0.630729	0.0	0.077419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.141507	0.391344	0.174319	0.171546	2.72912	0.0
NA	7	3759326	3766813	MSTRG.57291.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38887	0.0
NA	7	3759341	3766813	MSTRG.57291.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020402	0.0	0.0	0.332452	0.0
1.00000	7	3759380	3766813	MSTRG.57291.5	0.201776	0.032417	0.0	2.6e-05	0.0	0.0	0.13715	0.0	0.110859	0.057387	0.027336	0.322298	0.0	0.0	2.822498	0.0
NA	7	3762266	3766813	MSTRG.57291.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.972025	0.0
1.00000	7	4027310	4028246	MSTRG.57297.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.439552	0.0	0.0	0.0	0.441034	0.0
1.00000	7	4049313	4050308	MSTRG.57298.1	0.0	0.0	0.0	0.0	0.120691	0.0	0.0	0.0	0.0	0.0	3.188736	0.0	0.0	0.0	0.84811	0.0
NA	7	3924812	3929763	MSTRG.57300.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00535	0.0	0.049019	0.0	0.468447	0.005169	0.0
NA	7	3924904	3929903	MSTRG.57300.2	0.0	0.0	0.0	0.000633	0.0	0.0	0.0	0.0	0.132624	5.1e-05	0.0	0.001032	0.0	0.030988	0.000321	0.0
NA	10	71668573	71684352	MSTRG.5730.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027662	0.0
NA	7	4118260	4120068	MSTRG.57305.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065998	0.0
1.00000	7	4122467	4123762	MSTRG.57307.1	0.470335	0.014481	0.062516	0.285508	0.097813	0.2903	0.188959	0.237961	0.056208	0.056874	0.429919	0.589993	0.241645	0.29196	2.131581	0.0
1.00000	7	4146827	4149863	MSTRG.57308.1	0.013355	0.016576	0.0	0.038008	0.164257	0.017249	0.0	0.0	0.0	0.0	0.049781	0.031088	0.011741	0.097687	2.95226	0.0
0.69560	7	4305693	4306089	MSTRG.57313.1	1.361251	2.358347	2.336171	0.402455	0.647269	1.535386	1.266996	0.953304	0.659349	3.179826	2.105196	3.382029	1.263837	1.198079	3.900515	0.0
1.00000	7	4321389	4328044	MSTRG.57315.1	0.143168	0.058049	0.144401	0.150991	0.172532	0.038844	0.125666	0.345395	0.111203	0.256268	0.985652	0.682966	0.218061	0.078135	8.924411	0.215774
NA	7	4326425	4328044	MSTRG.57315.2	0.053425	0.084741	0.211786	0.142627	0.212986	0.353603	0.0	0.0	0.076671	0.105598	0.593875	0.0	0.050919	0.0	0.967817	0.044138
0.94846	7	4367707	4380313	MSTRG.57317.1	0.0	0.137485	0.0	0.0	0.45929	0.124417	1.361719	0.0	0.0	0.706459	0.048523	0.303847	0.240442	0.060623	1.490902	0.0
1.00000	7	4440509	4442295	MSTRG.57322.14	0.23772	0.621387	1.183118	0.025768	0.0	0.032167	0.0	0.0	0.0	0.0	0.249273	0.230729	0.064105	0.422715	0.164476	0.0
NA	7	4440762	4442037	MSTRG.57322.15	0.0	0.209997	0.0	0.0	0.0	0.0	0.0	0.587872	0.0	0.0	0.0	0.0	0.0	0.0	0.121158	0.0
NA	7	4516164	4523539	MSTRG.57323.1	0.03294	0.029547	0.0	0.111487	0.125808	0.0	0.348592	0.128413	0.05733	0.041332	0.536125	0.786665	0.143084	0.045085	0.412833	0.0
NA	7	4516192	4523539	MSTRG.57323.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.884434	0.230524	0.066466	0.0	0.341052	0.0
NA	7	4516215	4523539	MSTRG.57323.6	0.164253	0.0	0.0	0.454482	0.0	0.0	0.437121	0.0	0.0	0.15165	0.658399	0.765761	0.52536	0.0	0.264862	0.0
NA	7	4878051	4878660	MSTRG.57328.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016432	0.0	0.0	0.0	0.0	0.0	0.064049
NA	7	4893560	4903723	MSTRG.57330.1	0.021404	0.011265	0.068534	0.016825	0.027679	0.048521	0.001475	0.007583	0.013511	0.013289	0.092651	0.054348	0.007193	0.009104	0.051619	0.0
NA	7	4893709	4903101	MSTRG.57330.2	0.061856	0.012368	0.107895	0.018841	0.015944	0.014178	0.081926	0.0	0.126262	0.043605	0.222376	0.093892	0.010209	0.040225	0.065051	0.0
NA	7	4893719	4903599	MSTRG.57330.3	0.102591	0.021805	0.0	0.019674	0.0	0.033576	0.024722	0.0	0.039767	0.06799	0.192888	0.070338	0.026248	0.040599	0.118226	0.0
NA	7	4894491	4899552	MSTRG.57330.4	0.00042	0.000958	0.0	0.001691	0.002801	0.000664	0.000377	0.0	0.000437	0.00154	0.006314	0.002421	0.006467	0.002621	0.011271	0.0
NA	7	4894523	4903723	MSTRG.57330.5	0.05738	0.00851	0.11728	0.024287	0.159426	0.056258	0.0	0.0	0.115651	0.366748	0.053576	0.13413	0.029575	0.092075	0.264669	0.0
NA	7	4894562	4903101	MSTRG.57330.6	0.06085	0.09697	0.204915	0.045063	0.13602	0.030555	0.051817	0.0	0.0	0.0	0.147629	0.123152	0.106699	0.01358	0.120396	0.0
NA	7	4895045	4896097	MSTRG.57330.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089658	0.00037	1.5e-05	3e-06	0.0	0.000437	4e-06	0.0
NA	7	4606241	4608934	MSTRG.57336.1	0.320722	0.311767	0.341981	0.470116	0.185773	0.227906	0.311372	0.317569	0.218101	0.159248	0.274619	0.634708	0.101366	0.560757	0.382876	0.0
0.45205	7	4611164	4612096	MSTRG.57337.1	4.424866	5.008057	4.005863	1.593329	3.056904	2.018167	5.208287	11.371722	5.34224	12.435798	4.186908	2.848049	5.280593	3.831898	9.382939	1.589984
NA	7	4715858	4717370	MSTRG.57341.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01613	0.0	0.0	0.0	0.0	0.0
NA	7	4749446	4763387	MSTRG.57343.2	0.0	0.0	0.0	0.250374	0.0	0.270327	0.0	0.0	0.0	0.0	0.431112	0.138203	0.115121	0.0	0.161612	0.0
0.99819	7	5001069	5003502	MSTRG.57345.1	0.0	0.0	0.0	0.337478	0.091454	0.046118	0.324512	0.348156	0.0	0.094208	0.331945	0.0	0.138947	0.169797	1.039109	4.110811
0.83129	7	4918377	4955485	MSTRG.57348.1	0.096952	0.170478	3.526791	0.102363	1.643155	1.812374	0.406278	0.805433	0.619692	1.729894	1.854825	0.805184	2.332935	0.651291	1.0891	0.0
0.93404	7	4921268	4962158	MSTRG.57349.1	0.0	0.260167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.286675	0.0	1.290169	0.0	0.541651	0.0
NA	7	4933317	4933913	MSTRG.57350.1	0.0	0.000775	0.0	0.0	0.003196	0.004567	0.0	0.00878	0.000158	0.00395	0.016901	0.013615	0.027932	0.007771	0.006029	0.0
0.83688	7	4935170	4935775	MSTRG.57351.1	0.084647	0.378747	0.0	0.071146	0.335424	0.15222	0.106045	0.598749	0.115839	1.513081	1.41362	0.822475	1.481179	0.661612	1.315663	0.0
1.00000	7	4940358	4980569	MSTRG.57353.1	0.070597	0.063691	0.0	0.0	2.586467	0.037257	0.188503	0.0	0.0	0.0	0.0	0.0	0.01068	0.510276	0.679473	0.0
0.88343	7	4968109	4968912	MSTRG.57354.1	0.126964	0.477659	0.570838	0.048148	0.459154	0.359013	0.218675	0.492211	0.256994	0.350264	1.47107	1.410656	0.485071	0.323611	1.392143	0.0
0.91921	7	5071979	5073312	MSTRG.57370.1	0.0	0.0	0.0	0.0	0.640237	0.0	4.537488	0.0	0.574737	3.657069	0.0	0.10615	0.0	0.842635	1.709211	0.0
NA	7	5100747	5107222	MSTRG.57371.1	0.124929	0.0	0.0	0.103473	0.171254	0.0	0.0	0.0	0.0	0.0	0.036378	0.0	0.0	0.0718	0.059731	0.0
NA	7	5398382	5408932	MSTRG.57380.1	0.003012	0.0	0.100014	0.0	0.911447	0.041018	0.421479	0.0	0.213295	0.094145	0.61912	0.062938	0.021516	0.530653	0.418759	0.0
0.99088	7	5729151	5739642	MSTRG.57390.1	0.024638	0.0	0.0	0.0	1.073858	0.0	0.0	0.0	0.0	0.518027	0.023329	0.0	0.0	0.0	1.683765	0.0
1.00000	7	5578064	5579198	MSTRG.57394.1	0.0	0.0	0.502506	0.15459	0.059436	0.222107	0.557319	0.0	0.325947	1.787992	0.482567	0.070381	0.0	0.0	0.988743	0.0
1.00000	7	6068566	6073904	MSTRG.57407.1	0.121979	0.0	0.0	0.094254	0.049943	0.095135	0.0	0.293891	0.069419	0.0	0.029075	0.220986	0.507556	0.152666	1.229376	0.0
1.00000	7	6071331	6071780	MSTRG.57408.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083265	0.0	0.0	2.965225	0.0
0.77450	7	6195298	6199837	MSTRG.57412.1	0.794446	2.278065	1.327556	0.979521	1.195349	0.75831	0.441839	2.231803	0.723755	0.494651	1.13071	1.814421	0.481202	0.879395	2.292641	0.22108
0.80614	7	6200758	6201798	MSTRG.57413.1	0.485214	1.496282	0.949268	0.849236	1.642302	0.57825	0.461321	1.772162	0.477082	0.934463	1.033473	1.823563	0.390985	0.631749	2.062439	0.395585
NA	7	6200946	6201525	MSTRG.57413.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.161571	0.0
0.73230	7	5868447	5868779	MSTRG.57415.1	6.297948	3.065729	3.160525	3.388346	1.29078	0.117722	0.668419	0.0	0.959776	0.0	0.916932	2.159848	0.746555	7.773855	6.53978	0.781117
NA	7	5874752	5878364	MSTRG.57417.1	0.0	0.0	0.0	0.004222	0.0	0.0	0.00533	0.0	0.002304	0.07764	0.016026	0.000915	0.00792	0.00079	0.006256	0.0
NA	7	5874819	5878364	MSTRG.57417.2	0.0	0.0	0.0	0.0	0.0	0.0	0.000163	0.0	0.0	0.002285	0.0	0.0	0.0	0.0	0.0	0.0
NA	7	5874994	5878364	MSTRG.57417.3	0.001169	0.0	0.0	0.001119	0.005904	0.002247	0.007114	0.0	0.067471	0.081858	0.199983	0.005261	0.00048	8.5e-05	0.011918	0.0
NA	7	5875744	5878364	MSTRG.57417.4	0.00247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036844	0.005867	0.0	0.0	0.0	0.002499	0.0
NA	7	5875872	5878364	MSTRG.57417.5	0.0	0.0	0.0	0.0	0.0	0.0	0.003422	0.0	0.0	0.018627	0.000308	0.0	0.0	0.0	0.003476	0.0
0.94046	7	5934218	5934835	MSTRG.57419.1	0.0	0.0	0.0	0.0	4.184172	0.0	0.49186	0.0	0.0	0.0	0.0	0.162104	0.12531	0.0	3.59058	0.0
NA	1	20437729	20440649	MSTRG.574.2	0.0	0.0	0.0	0.0	0.0	0.202678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.94360	7	6686631	6726591	MSTRG.57424.1	0.391022	0.012601	0.310767	0.607177	0.032055	0.324762	0.196372	0.417469	0.23043	1.648184	0.768255	0.370115	1.805055	0.327011	0.67937	0.309507
1.00000	7	6686794	6726591	MSTRG.57424.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.960213	0.0	0.0	0.0	1.162356	0.0
0.99970	7	6686828	6746599	MSTRG.57424.3	0.028687	0.010025	0.066094	0.155903	0.038204	0.044739	0.039839	0.0	0.118787	0.163352	2.584365	0.342404	0.132467	0.057489	1.004266	0.0
NA	7	6471132	6478858	MSTRG.57432.1	0.040191	0.0	0.0	0.0	0.0	0.065267	0.0	0.0	0.0	0.0	0.166998	0.0	0.0	0.057156	0.689602	0.0
NA	7	6477168	6478858	MSTRG.57432.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001493	0.0
0.98272	7	6606770	6613688	MSTRG.57438.1	0.050096	0.252777	0.276699	0.180077	1.200239	0.022127	0.266361	0.249437	0.107545	0.660616	0.200004	0.164232	0.132715	0.215737	2.02257	0.0
0.99410	7	6641921	6653367	MSTRG.57439.2	0.0	2.149626	0.0	0.0	0.0	0.0	0.0	0.0	0.693681	0.250381	0.403814	0.0	0.0	0.663232	1.070055	0.0
NA	7	7551558	7555792	MSTRG.57461.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071761	0.025066	0.0
0.86547	7	8007579	8009099	MSTRG.57474.1	1.056229	0.551133	1.123022	1.182249	1.226571	0.459959	0.765855	1.003557	0.348228	0.10301	1.004496	0.72649	0.384167	1.584068	1.649866	0.0
NA	10	72428402	72518497	MSTRG.5753.1	0.000953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.144237	0.0	0.0	0.0	0.01265	0.0
NA	10	72486792	72518497	MSTRG.5753.2	0.001961	0.0	0.012915	0.000765	0.01824	0.000695	0.0	0.0	0.0	0.004276	0.00185	0.00195	0.000587	0.002229	0.013694	0.0
NA	7	9266641	9267042	MSTRG.57536.1	0.0	0.0	0.0	0.0	0.006379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002838	0.0	0.0
NA	7	9306463	9313865	MSTRG.57537.1	0.0	0.0	0.0	0.0	0.035286	0.0	0.0	0.0	0.0	0.0	0.0	0.479541	0.0	0.0	0.322724	0.0
0.95190	7	9306477	9313865	MSTRG.57538.1	0.0	0.0	0.0	0.0	0.807342	0.048518	0.069149	0.0	0.0	0.0	0.03222	4.290945	0.0	0.180722	2.85985	0.0
1.00000	7	9908208	9941097	MSTRG.57556.1	0.0	0.0	0.570155	0.0	1.629479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094719	0.166338	0.603913	0.0
NA	7	9956914	9963489	MSTRG.57557.1	0.105774	0.0	0.0	0.038899	0.699379	0.0	0.388605	0.0	0.0	0.057455	0.050936	0.476696	0.656511	0.092196	0.093996	0.0
NA	10	72471364	72471720	MSTRG.5756.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006531	0.0
NA	10	72471388	72471751	MSTRG.5756.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000595	0.0
NA	7	7794721	7800182	MSTRG.57585.1	0.009031	0.0	0.0	0.076291	0.003256	0.004353	0.216166	0.029654	0.0	0.003451	0.08244	0.002451	0.0	0.072666	0.011445	0.0
0.94201	7	7805735	7806062	MSTRG.57586.1	0.117024	0.0	0.450195	0.0	3.036929	0.166787	0.312134	0.0	0.188786	0.870767	0.386201	0.065152	0.088295	0.480844	3.585989	0.0
0.96475	7	7819081	7822897	MSTRG.57587.1	0.033268	0.0	0.033933	0.051504	3.334202	0.040959	0.058984	0.101676	0.034071	0.346351	0.148795	0.000778	0.008244	0.285346	1.890254	0.0
NA	7	7819950	7822897	MSTRG.57587.2	0.0	0.0	0.0	0.0	0.9227	0.0	0.0	0.0	0.0	0.077403	0.0	0.038336	0.071593	0.0	0.351541	0.0
0.90435	7	7852155	7902045	MSTRG.57588.1	0.263571	0.098423	1.062555	0.505252	0.186079	0.909553	0.480765	1.897068	1.83797	0.202723	3.345684	0.231295	0.909797	0.60245	1.526621	0.0
NA	7	7897522	7901901	MSTRG.57589.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.150862	0.0	0.0	0.0	0.0	0.0
NA	7	11188632	11194622	MSTRG.57600.1	0.0	0.0	0.0	0.0	0.0	0.0	0.203033	0.0	0.097452	0.03967	0.0	0.0	0.0	0.0	0.0	0.0
0.90468	7	11371569	11372234	MSTRG.57610.1	1.091024	0.60888	0.0	2.31022	0.679621	0.461865	0.161687	0.487983	0.482363	0.134138	0.085048	0.678597	3.380122	0.777276	0.903735	2.263505
0.96099	7	11449326	11457976	MSTRG.57625.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.634044	0.0	0.0	0.0	2.314594	0.0
