tau	chr	start	end	transcript_id	Testis	Duodenal	Muscle	Horn	Spleen	Rumen	Salivary-gland	Blood	Heart	Skin	Kidney	Jejunum	Ileum	Bone-marrow	Adipose	Brain
1.00000	24	48717168	48720142	MSTRG.38323.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.631889
1.00000	24	49170052	49170644	MSTRG.38324.1	0.019964	0.0	0.0	0.0	0.0	5.86761	0.0	0.0	0.0	0.0	0.0	0.170753	0.0	0.0	0.0	0.45118
NA	24	49432609	49438954	MSTRG.38339.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00615	0.0	0.0	0.0	0.0	0.0
NA	24	49487352	49489044	MSTRG.38340.1	0.112835	0.039256	0.0	0.0	0.09741	0.220971	0.051177	0.0	0.063877	0.500994	0.186439	0.148847	0.0	0.432269	0.059937	0.053238
0.97825	24	50879600	50879694	MSTRG.38357.1	0.234966	0.0	0.0	0.0	0.0	1.815992	0.0	0.0	0.0	6.2243	0.0	0.272981	0.0	0.0	0.0	0.0
0.91535	24	50628175	50628852	MSTRG.38360.1	0.0	1.231094	0.0	0.0	0.0	0.929758	0.109231	2.359313	0.0	1.470126	0.0	1.551585	4.433504	0.0	0.312528	0.204146
0.94486	24	50414841	50415223	MSTRG.38375.1	0.137294	0.474205	0.0	0.0	0.0	4.587616	0.0	0.149504	0.0	0.0	0.0	6.308328	0.0	0.0	0.145565	0.29849
NA	24	50471436	50471878	MSTRG.38376.1	0.083259	0.082545	0.0	0.0	0.0	0.322136	0.0	0.0	0.05785	0.0	0.0	0.866618	0.0	0.0	0.0	0.191793
0.96804	24	53147410	53147529	MSTRG.38391.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.131104	0.0	0.0	0.0	0.0	3.175288
0.92695	24	53147410	53147529	MSTRG.38391.2	0.104633	0.0	0.0	0.146972	0.0	1.852845	0.0	0.0	0.0	0.504701	6.421803	0.0608	0.0	0.0	0.906376	4.141139
1.00000	24	53103494	53103780	MSTRG.38391.3	0.000185	0.0	0.0	0.0	0.0	0.405571	0.0	0.0	0.0	0.0	0.092069	0.014528	0.0	0.0	0.0	1.32895
0.70624	1	157198119	157198367	MSTRG.3839.3	3.509691	0.02843	0.0	1.462937	0.0	2.460238	0.066483	0.109044	3.356597	5.515517	0.664318	0.314098	4.033508	4.004901	0.836186	2.704797
1.00000	24	53250122	53250311	MSTRG.38397.1	0.0	0.0	0.0	0.0	0.0	3.520815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.68247	24	53604568	53606562	MSTRG.38411.1	5.915431	3.824984	0.443845	2.224784	4.285619	10.343766	0.624737	3.203877	1.313963	1.418517	1.026346	19.066257	2.3465	6.258804	2.030802	3.070618
NA	24	53762515	53765993	MSTRG.38419.1	0.0	0.0	0.0	0.0	0.0	0.354346	0.0	0.0	0.0	0.0	0.0	0.052789	0.160858	0.0	0.0	0.0
0.98756	24	53823518	53823587	MSTRG.38421.1	0.221945	0.0	0.0	0.0	0.719973	1.55778	0.0	0.0	14.853187	0.0	0.0	0.821808	0.392833	0.0	0.174933	1.062269
0.87706	24	53823127	53823587	MSTRG.38421.2	5.005078	0.0	0.0	0.25813	0.095386	0.864871	0.0	0.0	3.725314	0.0	0.0	0.0	1.815273	0.26145	0.23807	2.881655
1.00000	24	53983833	53984569	MSTRG.38425.1	0.0	0.0	0.0	0.0	0.0	102.341362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	24	53983908	53984569	MSTRG.38425.2	0.0	0.0	0.0	0.0	0.0	259.550751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	24	53983833	53984569	MSTRG.38425.3	0.0	0.0	0.0	0.0	0.0	7.750926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	24	53983908	53984569	MSTRG.38425.4	0.0	0.0	0.0	0.0	0.0	3.942181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	24	53983908	53984569	MSTRG.38425.5	0.0	0.0	0.0	0.0	0.0	59.847477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.96021	24	54013422	54016506	MSTRG.38426.3	0.065004	0.0	0.0	1.748286	0.0	2.549928	0.022814	0.0	0.0	0.337103	0.131148	0.30817	0.239718	0.0	0.037334	0.0
NA	24	54014353	54015621	MSTRG.38427.1	0.0	0.0	0.0	0.0	0.0	0.282756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.80186	24	55376918	55377305	MSTRG.38448.1	0.208154	4.471059	0.0	0.0	0.0	2.476786	0.0	0.0	0.116752	1.448758	11.449523	14.733254	0.238973	0.0	4.770018	3.386141
0.96581	1	157473639	157473761	MSTRG.3845.1	0.038216	0.608418	0.0	0.0	0.0	2.000026	0.0	0.0	0.0	0.0	0.305608	1.426877	0.097002	0.0	0.0	0.0
0.77505	1	157371563	157376443	MSTRG.3847.14	17.689211	14.914565	4.785274	0.002654	0.026816	21.14397	0.9275	1.375068	0.0	0.025035	1.239945	0.000224	7.117831	64.73378	3.987747	0.500694
0.98995	24	54590672	54594645	MSTRG.38472.1	0.0	0.0	0.0	2.387138	0.0	0.890642	0.0	0.046226	0.0	0.143623	0.0	0.0	0.0	0.0	0.119164	1.140204
0.96602	1	157318764	157319104	MSTRG.3848.1	0.0	0.10887	0.0	0.455911	0.796369	2.828968	0.0	0.0	0.0	0.0	0.0	7.694334	0.0	0.0	0.0	0.389281
NA	24	56650307	56650357	MSTRG.38481.1	0.0	0.0	0.0	0.0	0.0	0.0276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.315915
NA	24	56352603	56355235	MSTRG.38483.1	0.199797	0.0	0.0	0.0	0.0	0.377733	0.050984	0.140247	0.122185	0.200039	0.443219	0.270791	0.0	0.237261	0.240541	0.374372
0.95427	24	56804233	56804381	MSTRG.38488.1	0.460965	0.526228	0.0	0.295847	11.208349	3.308373	0.024059	1.007312	0.310064	0.260038	0.370465	1.574364	0.244148	0.0	0.475	0.841979
0.81886	1	157353170	157358709	MSTRG.3849.1	1.023875	1.649121	0.166349	1.37715	9.818317	7.37942	0.150547	1.283771	0.407247	0.702028	1.616535	3.96566	0.675817	1.643372	0.807176	2.136795
0.91686	1	157352912	157353169	MSTRG.3849.2	0.480065	1.511969	0.0	1.537067	2.271955	13.27694	0.072381	0.964243	0.604175	0.518731	1.381723	1.355708	0.295341	0.584865	1.255524	2.025683
1.00000	1	157353170	157356932	MSTRG.3849.3	0.0	0.0	0.0	0.0	0.0	2.003765	0.0	0.0	0.0	0.0	0.071679	0.0	0.0	0.0	0.0	0.0
0.65575	24	56869111	56869838	MSTRG.38493.1	0.617189	3.628633	0.0	0.770064	1.532703	1.925039	1.799356	1.453147	2.104262	1.326276	2.667293	1.990932	1.657964	0.437716	1.224879	3.346073
NA	1	157371606	157373645	MSTRG.3850.1	0.268756	0.396098	0.0	0.062745	0.305384	0.90853	0.060898	0.354168	0.082812	0.216027	0.455092	0.017971	0.247253	0.892116	0.594276	0.207842
NA	24	57854418	57854738	MSTRG.38510.1	0.219545	0.208342	0.0	0.0	0.0	0.626834	0.0	0.036707	0.0	0.0	0.0	0.0	0.0	0.0	0.857967	0.562756
NA	24	57854418	57854738	MSTRG.38510.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12941	0.0
0.97673	24	57543828	57545884	MSTRG.38512.46	0.440064	0.0	0.0	0.0	0.0	0.308417	1.368642	0.0	0.516392	0.0	2.457465	0.0	0.122237	0.0	0.0	0.388779
1.00000	24	57543707	57547648	MSTRG.38512.47	0.176428	0.039891	1.098935	0.0	0.0	0.287428	0.732621	0.0	0.798824	0.0	0.734589	0.0	0.0	0.0	0.0	0.461164
NA	24	57543910	57547648	MSTRG.38512.48	0.811949	0.032862	0.0	0.0	0.0	0.551166	0.255957	0.0	0.468545	0.0	0.069438	0.0	0.012348	0.0	0.0	0.0
NA	24	57543828	57547648	MSTRG.38512.49	0.0	0.0	0.0	0.0	0.0	0.056385	0.0	0.0	0.0	0.0	0.052853	0.0	0.0	0.0	0.0	0.0
0.85484	24	57310302	57310911	MSTRG.38513.1	0.689671	0.840587	0.0	0.0	9.915454	6.483542	0.136238	1.045713	0.0	1.082882	1.033254	5.391211	1.336393	2.702716	0.121656	0.695843
NA	24	57544278	57544788	MSTRG.38515.2	0.0	0.0	0.0	1e-06	0.0	0.172676	0.0	0.0	0.015997	0.0	0.0	0.0	0.0	0.0	0.011552	0.012104
0.96320	24	58293431	58294704	MSTRG.38523.1	0.882352	1.707988	0.010193	0.50613	0.417284	2.637619	0.484263	0.314161	0.265592	0.08225	0.281864	0.189116	0.24005	0.879465	0.140415	0.357675
0.63377	24	58297164	58297813	MSTRG.38524.1	2.917178	9.563471	0.0	1.6311	5.361079	10.72296	1.692415	2.453723	1.628863	1.014929	2.949279	4.607178	1.512163	2.510952	1.440694	3.6712
0.71947	24	58297242	58297813	MSTRG.38524.2	1.765551	5.583179	0.800137	1.171861	0.0	4.788677	1.005305	0.403732	2.098255	1.863141	2.83455	1.141743	1.661718	3.657906	0.970449	1.813816
0.92213	24	58297203	58297813	MSTRG.38524.3	1.909606	1.292003	0.0	0.0	0.0	3.528783	0.0	0.0	0.490793	0.356829	0.454451	1.768015	0.0	0.0	0.047621	0.0
0.96359	24	57974598	57975265	MSTRG.38526.1	0.244541	0.0	0.0	0.186391	0.387487	2.545431	0.0	0.0	1.035159	0.0	0.0	0.355849	0.0	0.0	0.10886	5.893672
1.00000	24	58908652	58912235	MSTRG.38544.1	0.082532	0.0151	0.0	0.011105	0.0	7.922666	0.001129	0.015045	0.0	0.130129	0.432839	0.082091	0.0	0.0	0.053192	0.0
NA	24	58908652	58912235	MSTRG.38544.2	0.0	0.0	0.0	0.0	0.0	0.168288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	24	58888786	58889712	MSTRG.38544.3	0.0	0.0	0.0	0.0	0.0	0.91313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	24	58898770	58905014	MSTRG.38545.2	0.0	0.0	0.0	0.0	0.0	2.189804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	24	58933822	58934269	MSTRG.38546.1	0.0	0.0	0.0	0.0	0.0	9.21024	0.0	0.0	0.0	0.0	0.208764	0.129075	0.0	0.0	0.0	0.0
1.00000	24	58980757	58982828	MSTRG.38550.1	0.012764	0.0	0.0	0.0	0.0	7.49227	0.0	0.0	0.0	0.0	0.0	0.137315	0.0	0.0	0.0	0.0
0.79879	1	157619034	157619170	MSTRG.3855.1	7.729168	0.0	0.0	0.891924	0.0	2.83029	2.686363	1.984468	0.314901	0.0	2.608202	0.619308	2.949603	0.674097	2.077126	1.987689
1.00000	24	59050654	59050819	MSTRG.38552.1	0.0	0.0	0.0	0.0	0.0	16.659605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	24	59050654	59050819	MSTRG.38552.2	0.838157	0.0	0.0	0.0	0.0	15.445084	0.0	0.0	0.0	0.0	0.0	0.876091	0.0	0.0	0.363567	0.0
0.96097	24	59222485	59222919	MSTRG.38555.1	0.476165	0.0	0.0	0.0	0.0	2.629464	0.0	0.0	0.0	0.0	5.213368	0.544064	0.0	0.0	0.36953	0.566727
0.96897	24	59185251	59185607	MSTRG.38556.1	0.0	0.0	0.0	0.0	0.0	2.225792	0.0	0.0	0.0	0.0	5.578357	0.0	0.0	0.0	0.0	0.187983
0.97268	1	157629409	157629596	MSTRG.3856.1	3.080402	0.460338	0.0	0.0	0.0	1.421831	0.739121	0.0	0.0	0.0	0.0	0.807797	0.0	1.115259	0.0	0.0
0.93709	24	59848250	59848478	MSTRG.38572.1	0.0	0.0	0.0	0.0	0.0	13.98807	0.0	0.0	0.0	0.0	0.277333	0.0	0.0	0.0	12.057385	0.195687
0.95852	24	59848250	59848478	MSTRG.38572.2	0.0	0.0	0.0	0.0	0.0	4.977748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.188405	0.0
0.96171	24	59849062	59850622	MSTRG.38572.3	0.143889	0.0	0.0	0.0	0.0	2.828851	0.0	0.0	0.0	0.0	0.0	0.255117	0.0	0.0	6.112191	0.593455
0.95622	24	59848250	59848478	MSTRG.38572.4	0.0	0.0	0.0	0.0	0.0	2.924814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.125925	0.906164
1.00000	24	60228315	60228587	MSTRG.38575.1	0.0	0.0	0.0	0.0	0.0	4.743517	0.0	0.0	0.0	0.0	0.398704	0.213808	0.0	0.0	0.0	0.0
1.00000	24	60227335	60228175	MSTRG.38575.2	0.0	0.075036	0.0	0.0	0.0	1.156484	0.0	0.0	0.0	0.0	0.006912	0.168631	0.0	0.0	0.0	0.0
1.00000	24	60228315	60228587	MSTRG.38575.3	0.0	0.0	0.0	0.0	0.0	1.134702	0.0	0.0	0.0	0.0	0.0	0.004694	0.0	0.0	0.0	0.0
0.96030	24	60107078	60108002	MSTRG.38576.1	0.292765	0.119072	0.0	0.163359	0.0	2.284186	0.026194	0.174945	0.0	0.359732	0.222734	0.134939	0.187344	0.0	1.389922	6.957281
0.94642	24	60156521	60157369	MSTRG.38577.1	0.135024	0.069692	0.0	0.0	0.0	8.81033	0.0	0.0	0.0	0.0	5.747999	0.359068	0.101565	0.0	0.0	0.0
0.98337	24	60237875	60239863	MSTRG.38579.1	0.0	0.0	0.0	0.0	0.0	1.547575	0.0	0.0	0.150986	0.0	5.759357	0.544429	0.0	0.0	0.0	0.0
0.96401	24	60237003	60237874	MSTRG.38579.2	0.0	0.247631	0.0	0.0	0.0	2.620102	0.0	0.0	0.0	0.0	5.954077	0.0	0.0	0.0	0.0	0.150316
0.96497	24	60440776	60440862	MSTRG.38586.1	0.0	0.347691	0.0	0.0	0.0	2.736728	0.0	0.0	0.0	6.792484	0.0	0.0	0.0	0.0	0.0	0.0
0.97534	24	60459890	60460726	MSTRG.38589.1	0.0	0.0	0.0	0.0	0.0	2.205212	0.0	0.0	0.0	8.483448	0.0	0.0	0.0	0.0	0.0	0.0
0.96206	24	60451532	60451865	MSTRG.38590.1	0.0	0.0	0.0	0.0	0.0	9.053878	0.0	0.0	0.0	3.503692	0.0	0.357231	0.0	0.0	0.0	0.0
1.00000	24	60306667	60310687	MSTRG.38591.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.014865
NA	24	60382076	60382217	MSTRG.38591.13	0.0	0.0	0.0	0.0	0.0	0.029003	0.0	0.0	0.0	0.047764	0.389527	0.030475	0.0	0.0	0.0	0.0
0.98652	24	60307348	60310684	MSTRG.38592.1	0.0	0.027573	0.0	0.23599	0.0	6.032877	0.0	0.0	0.0	0.0	0.120997	0.0	0.0	0.0	0.445827	1.438329
NA	24	60382820	60382903	MSTRG.38593.1	0.0	0.0	0.0	0.0	0.0	0.131141	0.0	0.0	0.0	0.0	0.91826	0.92713	0.0	0.0	0.227582	0.765058
0.87188	24	60842891	60843194	MSTRG.38596.1	0.0	1.62958	0.0	0.0	0.0	2.305267	0.0	0.0	0.185988	0.0	1.569674	0.0	0.0	4.896515	3.591323	0.0
0.95807	24	60842891	60843194	MSTRG.38596.2	0.0	1.096894	0.0	0.0	0.0	0.876869	0.0	0.0	0.0	0.0	0.395716	0.312268	0.0	4.269584	2.271752	0.0
1.00000	24	60511747	60511898	MSTRG.38601.2	0.0	0.0	0.0	0.0	0.0	1.460967	0.0	0.0	0.0	0.0	0.218866	0.0	0.0	0.0	0.0	0.0
0.57731	24	60533908	60534493	MSTRG.38602.1	5.129436	6.116202	0.0	3.227347	4.856207	12.189195	1.104464	0.670808	0.544001	2.344244	2.389524	4.958849	2.245551	10.751559	2.617157	8.060057
0.92178	24	60680769	60680913	MSTRG.38605.1	0.0	0.0	0.0	0.0	0.0	5.008948	0.294485	0.241902	0.0	0.0	0.0	6.04901	0.584669	1.649582	0.308923	0.622652
0.95195	24	60680804	60680913	MSTRG.38605.2	0.0	0.0	0.0	0.0	0.0	2.091088	0.0	0.0	0.0	0.0	0.0	4.062117	0.0	0.0	0.0	1.313335
NA	24	61049237	61051428	MSTRG.38616.1	0.498778	0.035352	0.0	0.0	0.0	0.586494	0.108434	0.0	0.966552	0.0	0.215747	0.0	0.0	0.0	0.0	0.236856
0.42016	24	61054890	61055269	MSTRG.38617.1	5.933563	2.549063	1.640574	1.414757	2.289978	5.936839	2.252384	2.072084	2.199638	5.268665	4.665283	1.405267	4.857176	2.98235	2.92518	6.140742
0.64351	24	61054890	61055269	MSTRG.38617.2	0.0	1.417621	0.0	4.342008	2.425209	4.821939	0.0	2.763962	0.959518	2.108438	1.786027	0.286366	3.450541	0.0	2.270565	3.698756
0.90898	24	61054890	61055269	MSTRG.38617.3	0.0	0.0	0.0	0.0	0.0	0.0	0.62185	0.786222	0.0	0.0	0.0	0.0	1.384003	5.360331	2.943164	2.429767
0.68377	24	61051954	61054478	MSTRG.38617.4	6.786379	2.384761	0.427796	0.432366	1.942539	5.435129	2.198651	0.110196	2.098697	0.676611	4.003222	1.392699	2.218936	0.0	1.174974	5.215523
0.87100	24	61054890	61055269	MSTRG.38617.5	3.153919	0.258336	0.0	0.004717	0.222765	3.604443	0.900555	0.0	0.193928	0.0	0.463069	0.772017	0.651015	2.837026	0.572749	6.020264
NA	1	157778338	157778360	MSTRG.3862.1	0.0	0.0	0.0	0.0	0.0	0.101627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.68102	24	61415295	61417832	MSTRG.38627.1	0.481196	2.428607	0.126323	24.359344	4.129075	10.9544	1.274666	20.388809	2.24826	7.332293	0.536639	3.501013	0.062189	0.292394	1.306104	20.046379
1.00000	24	61394028	61395298	MSTRG.38627.2	0.0	2.294968	0.0	0.0	0.0	0.0	0.589421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.86867	24	61415295	61417832	MSTRG.38627.3	0.131497	0.0	0.0	0.573279	0.0	1.948642	2.948333	0.178465	4.464769	1.635161	0.0	0.59681	0.0	0.417177	1.802301	1.125467
0.91799	24	61402391	61402770	MSTRG.38627.4	0.200059	1.583086	0.0	0.075328	1.13301	3.404971	0.983259	6.836055	0.0	1.742005	0.0	0.483336	0.0	0.633036	0.096199	0.077284
1.00000	24	61415295	61416372	MSTRG.38627.5	0.0	0.0	0.0	0.0	5.775358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.92931	24	61431521	61431679	MSTRG.38628.1	1.213179	0.439914	0.0	0.0	0.0	8.109791	0.199946	0.453192	0.455824	0.0	0.27936	8.638784	0.0	0.0	0.461427	0.91937
0.99787	24	61621107	61621316	MSTRG.38632.1	0.345426	0.0	0.0	0.0	1.065365	7.264949	0.0	0.0	0.0	0.0	0.0	0.043039	0.0	0.0	0.593306	0.0
0.41617	24	61711089	61711135	MSTRG.38634.1	4.575485	6.247616	1.901133	2.709775	3.070305	6.831215	2.46752	3.814786	3.058287	7.502695	4.284868	3.425377	10.994934	7.552993	4.366465	4.066007
0.98374	24	61694941	61695679	MSTRG.38636.1	0.0	1.424774	0.0	0.0	0.0	4.267571	0.431247	0.0	0.0	0.0	0.085398	0.0	0.10138	0.0	0.888001	0.0
0.98482	24	61694941	61695679	MSTRG.38636.2	0.075704	0.48944	0.0	0.0	0.0	4.804871	0.352861	0.236185	0.0	0.918268	1.429618	0.657368	0.294977	0.0	0.0	0.567525
0.94238	24	61725221	61725940	MSTRG.38637.4	0.0	0.0	0.0	0.551103	0.0	4.851874	0.135233	0.0	0.0	3.916077	0.087687	0.0	0.263207	0.0	0.0	0.0
1.00000	24	61755316	61757341	MSTRG.38638.1	0.0	0.0	0.0	0.180143	0.0	1.436126	0.0	0.0	0.0	0.104772	0.0	0.021902	0.0	0.0	0.0	0.0
0.77301	1	158211295	158211974	MSTRG.3864.1	6.83285	3.277905	3.294684	4.772886	0.0	9.554186	1.89422	0.173958	0.829895	1.034079	1.693787	0.685285	1.973003	2.59699	1.119776	25.801842
0.97652	1	158211295	158211974	MSTRG.3864.2	0.400845	0.0	0.0	1.921288	0.0	6.384037	0.0	0.0	0.0	0.0	0.242197	0.0	0.0	0.820078	0.0	0.0
0.86515	1	158210319	158210652	MSTRG.3864.3	4.493065	1.230696	0.0	0.904872	0.0	4.743864	1.068327	0.232769	0.196951	1.081316	1.861761	0.434245	0.335364	0.915295	0.191987	7.342841
0.88640	1	158211295	158211974	MSTRG.3864.4	2.612631	0.157993	0.0	1.069635	0.0	2.220916	0.303863	0.0	0.01475	1.076325	0.266614	0.072742	0.0	0.0	0.077411	2.009135
0.97082	24	62157211	62160114	MSTRG.38657.1	0.187446	0.38998	0.34754	0.453843	0.071809	5.069454	0.250222	0.032107	0.278278	1.578237	0.095036	1.060792	0.384377	0.112974	0.520303	1.215551
1.00000	24	62157211	62160114	MSTRG.38657.2	0.0	0.058701	0.0	0.287215	0.0	4.571551	0.059799	0.0	0.040498	0.502372	0.273276	0.144876	0.163315	0.151905	0.08644	0.260533
0.91685	24	62151686	62151886	MSTRG.38657.3	0.0	0.297992	0.0	1.74381	0.0	5.541971	0.400111	0.0	0.649267	4.852781	0.0	0.0	0.12674	0.0	0.747521	0.364049
0.93382	24	62166332	62167649	MSTRG.38658.1	0.092607	0.0	0.0	0.0	0.0	6.286219	0.0	0.0	0.0	6.202106	0.0	0.24613	0.513431	0.0	0.0	0.0
1.00000	24	61876217	61877579	MSTRG.38667.1	0.104395	0.0	0.0	0.0	0.0	7.026194	0.0	0.0	0.0	0.0	0.0	0.29948	0.0	0.0	0.0	0.0
0.93843	24	61926154	61926303	MSTRG.38668.1	0.0	0.0	0.0	11.099888	2.243486	1746.083496	0.0	0.829317	0.0	8.510104	0.0	0.0	0.0	0.0	0.0	4.6573
1.00000	24	61907196	61907478	MSTRG.38669.1	0.0	0.0	0.0	0.0	0.0	85.213112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	1	158234900	158236981	MSTRG.3867.1	0.0	0.057379	0.0	0.0	0.0	0.899054	0.028067	0.022594	0.12367	0.0	0.075484	0.0	0.0	0.0	0.0	0.0
0.61927	1	158306476	158307394	MSTRG.3868.1	8.403964	7.241769	0.711578	2.102537	6.280318	11.109172	1.700321	3.158675	1.795831	1.618882	2.796739	10.640661	4.165857	4.131726	2.595854	28.037361
0.86443	25	384021	384154	MSTRG.38692.1	2.216196	1.344151	0.808004	0.176292	44.535301	2.079879	2.05271	0.0	2.721814	2.333976	3.582537	0.824338	0.0	2.167589	3.591678	0.813634
0.68301	25	449530	451144	MSTRG.38696.1	6.96086	3.733218	0.835091	2.370478	55.994064	16.497246	4.5936	1.439844	1.248422	2.864977	28.912596	0.990169	2.282978	3.50129	2.024172	18.239866
1.00000	25	449263	451144	MSTRG.38696.2	0.376278	0.360711	0.976726	0.0	0.0	0.275369	0.28538	0.0	0.373147	0.592992	4.250323	0.0	0.0	0.0	0.0	0.588378
0.73296	25	458532	458698	MSTRG.38697.1	5.581682	2.274505	0.0	1.363232	0.0	8.448976	1.815305	0.624609	1.55933	1.356973	13.071198	0.966713	1.181709	4.807661	1.283156	7.231761
NA	25	516753	517209	MSTRG.38700.1	0.003165	0.0	0.0	0.0	0.0	0.001694	0.000453	0.007505	0.005641	0.0	0.0	0.0	0.011799	0.0	0.0	0.003713
0.70276	25	535301	535378	MSTRG.38701.1	8.797727	6.432356	0.0	1.295706	56.098457	9.625239	2.673563	3.327532	1.167392	4.879774	6.050059	0.838346	6.230875	0.0	5.894147	7.901691
0.96480	25	849916	850338	MSTRG.38710.1	0.306347	0.0	0.0	0.0	0.0	2.217591	0.0	0.0	0.0	0.0	0.0	0.095427	0.191928	0.0	0.253082	4.520066
NA	25	729334	730756	MSTRG.38717.1	0.0	0.022693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.73108	25	557205	557310	MSTRG.38721.1	7.218993	4.718371	0.0	1.122187	0.612051	11.860266	2.261597	1.036822	5.698373	3.098069	17.886866	0.517162	0.0	0.0	0.288229	6.01418
0.98717	25	608433	608599	MSTRG.38729.1	0.442928	0.0	0.0	0.0	0.0	1.444139	0.0	0.0	0.0	0.0	0.372006	0.0	0.240278	0.0	0.0	6.749409
0.98140	25	1014189	1014803	MSTRG.38738.1	0.649234	0.0	0.0	0.0	0.0	2.074585	0.0	0.0	13.670431	0.0	0.0	0.149284	0.0	0.0	0.0	0.0
0.90857	1	158433221	158433429	MSTRG.3874.1	0.817026	0.0	0.0	0.0	0.0	1.957405	0.105074	0.610441	0.0	0.0	0.0	1.591755	0.785893	5.554686	0.0	3.370995
0.87357	25	1054742	1054862	MSTRG.38742.1	0.0	0.0	0.0	0.0	0.0	6.058523	0.0	1.260726	0.0	0.468149	3.63763	0.0	0.0	0.0	2.378223	2.792586
0.70750	25	1150209	1150287	MSTRG.38749.1	2.544871	1.072294	0.0	0.607354	2.111572	2.837206	1.375425	2.169604	1.133333	1.019573	0.649866	2.222289	3.448024	2.948124	1.04649	5.154569
0.77942	25	1150453	1150546	MSTRG.38749.2	2.346647	1.055821	2.236851	0.0	1.206237	6.961157	1.156656	2.970756	1.390894	1.454111	0.818381	1.389409	1.693339	0.0	1.114755	5.038656
0.94896	25	1502196	1502598	MSTRG.38753.1	0.0	0.0	0.0	0.489148	0.0	29.319412	0.0	0.0	0.0	13.278417	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	25	1502196	1502598	MSTRG.38753.2	0.0	0.0	0.0	0.21798	0.0	5.509233	0.0	0.0	0.0	0.088387	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	25	1502196	1502598	MSTRG.38753.4	0.0	0.145102	0.0	0.029821	0.0	4.55289	0.0	0.295197	0.0	0.350677	0.0	0.289063	0.0	0.0	0.404609	0.0
0.88791	1	158517446	158520921	MSTRG.3876.1	2.251605	0.457252	0.0	1.899996	0.488213	2.933999	0.094986	0.658952	0.0	1.273861	0.0	0.199272	0.0	0.574239	1.121368	5.566472
0.26637	25	1357356	1359794	MSTRG.38763.1	22.761168	12.696985	3.102687	10.694793	7.352859	24.201431	18.133635	21.259504	5.664543	19.838129	18.819254	11.194303	32.384617	12.623308	11.784977	18.006849
0.95810	25	1402661	1403112	MSTRG.38767.3	0.651934	0.0	0.0	0.748797	0.0	9.176364	0.006201	0.0	0.0	4.027054	0.111523	0.186721	0.0	0.0	0.042397	0.453721
0.86739	1	158522123	158523211	MSTRG.3877.1	2.402371	0.142699	0.450994	1.844852	0.485813	3.767991	0.254222	0.310197	0.307521	0.339376	0.434182	0.514892	0.253192	2.464182	0.480111	6.480681
0.89927	25	1529512	1529945	MSTRG.38773.1	2.203327	0.353288	0.0	0.445073	0.0	4.820504	0.267628	0.258122	0.0	0.0	0.0	0.835835	0.0	0.0	1.194692	5.374227
0.59494	25	1693189	1693589	MSTRG.38780.1	23.669928	4.233783	0.0	0.177072	15.922698	36.17614	1.554815	0.766818	2.430502	17.298901	10.714213	6.976006	5.371037	9.65987	1.544704	4.710529
NA	25	1693189	1693589	MSTRG.38780.2	0.0	0.0	0.0	0.0	0.0	0.344976	0.0	0.0	0.115575	0.0	0.0	0.0	0.0	0.0	0.0	0.0
