tau	chr	start	end	transcript_id	thymus	liver	colon	jejunum	skin	mammary	horn	duodenum	rumen	thyroid	uterus	heart	kidney	ileum	adipose	ovary	abomasum	omasum	intestine	esophagus	reticulum	muscle	Lung	spleen	brain
1.00000	5	16736133	16738185	MSTRG.34453.1	0.13718	0.0	0.0	0.0	0.833897	0.0	0.078662	0.0	2.761835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21667	0.0	0.536609	0.126279	0.0	0.0	0.0	0.0	0.589712
0.93771	5	16845131	16870684	MSTRG.34458.1	0.124913	0.062591	0.210039	0.099848	0.531569	0.237317	0.844724	0.125401	5.730775	0.409554	3.379035	0.171908	0.071001	0.482462	0.459639	0.024589	0.120126	0.094273	0.106986	0.309442	0.610158	9.486606	1.049579	0.023083	1.421126
1.00000	5	16835947	16843450	MSTRG.34458.2	0.0	0.508484	0.479284	0.0	0.325806	0.197497	0.30223	0.180406	4.329042	0.0	0.241959	0.0	0.0	0.071716	0.23288	0.0	0.022885	0.0	0.064643	0.331678	0.728557	0.0	0.0	0.101811	0.33716
0.82181	5	16928971	16929189	MSTRG.34459.2	1.100183	2.865829	0.0	0.0	5.896627	1.858724	1.934095	1.00007	4.814173	0.0	0.546626	0.514289	3.520561	1.07942	0.665991	0.944916	0.685062	0.0	1.439936	1.38466	1.413618	0.40418	0.0	0.912299	3.378535
0.65843	5	16928971	16930401	MSTRG.34459.3	4.242392	11.176659	2.779724	4.281756	28.397602	3.934875	5.485183	2.629897	9.673131	10.569759	2.924233	2.264213	0.389159	1.700877	2.859874	3.524661	1.066437	2.251293	2.525841	3.624177	0.441785	3.054547	2.015038	3.944445	4.129661
0.60162	5	16928971	16929318	MSTRG.34459.4	4.381869	13.780291	7.616883	0.0	12.625151	8.209188	7.399222	5.405186	23.060913	0.0	1.161476	3.667808	3.266171	3.122711	1.818392	11.099231	2.73909	2.490006	2.759907	2.402672	3.088014	0.0	2.079897	3.65274	6.049419
0.88843	5	16928971	16929138	MSTRG.34459.5	1.514406	3.61523	0.0	0.0	1.140165	10.670851	0.87409	1.677438	21.006355	0.0	0.983397	1.073034	0.0	2.782381	0.344181	2.912923	0.609324	1.32635	2.083316	0.797908	0.317424	0.315232	0.834369	0.365252	1.293337
0.78070	5	16928971	16929138	MSTRG.34459.6	6.40484	74.397888	0.0	1.815176	18.121206	4.221197	0.0	13.009949	18.673931	0.0	5.843185	0.0	0.446829	8.388231	0.113686	0.0	5.772584	0.0	10.43006	0.631854	0.79193	7e-06	3.379371	1.850862	1.776723
0.37121	1	226010694	226010887	MSTRG.3446.2	13.091891	7.758434	14.481971	17.827118	21.013695	10.504095	11.549623	12.574691	27.74651	32.160362	4.075332	54.907139	45.842869	7.017743	18.018536	14.854732	8.79171	12.065629	20.724543	8.054215	11.457984	18.362	5.914164	8.443464	65.705994
1.00000	5	17040040	17041702	MSTRG.34463.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002313	0.054816	0.0	0.0	0.0	0.0	0.007368	0.0	0.0	0.0	0.0	0.0	0.015236	0.049759	0.0	0.0	0.0	4.521927
1.00000	5	17040040	17041702	MSTRG.34463.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044267	1.206592	0.0	0.0	0.0	0.0	0.004991	0.0	0.0	0.0	0.0	0.0	0.0	0.160984	0.0	0.0	0.0	0.0
1.00000	5	17042121	17042358	MSTRG.34465.1	0.0	0.0	0.0	0.0	0.0	1.30074	0.0	0.0	0.080407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	5	17290758	17290767	MSTRG.34468.1	0.0	0.0	0.0	0.0	0.084377	0.0	0.0	0.0	0.078983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023765	0.0	0.0	0.0	0.023147	0.0	0.0
NA	5	17253109	17254166	MSTRG.34468.2	0.0	0.0	0.0	0.0	0.139383	0.0	0.0	0.0	0.007511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.75923	5	17487719	17487872	MSTRG.34476.1	1.91284	0.0	0.0	0.0	10.536024	0.862086	3.575792	0.506637	8.500625	0.0	8.64885	1.095712	0.894105	1.147689	2.113	0.0	0.0	10.303112	0.0	2.793231	2.016792	0.789459	0.848185	6.146643	14.442263
0.69462	5	17544370	17544384	MSTRG.34477.1	9.543154	0.178328	2.752919	4.490399	7.069373	4.648421	14.974132	1.756348	18.246222	4.64023	11.559696	4.881572	15.943377	3.583503	8.946521	2.716326	0.945398	15.551835	0.813027	9.229402	9.626569	3.671722	0.489059	0.402106	131.735428
0.93833	5	17753722	17759970	MSTRG.34481.5	8.392191	0.013926	0.679374	2.758175	0.021426	1.122397	0.66168	0.63562	1.396132	2.240551	0.90182	0.880659	0.406619	1.551396	0.828804	0.062458	1.550812	0.523709	0.952013	0.180948	0.102052	0.0	0.658047	0.583901	0.75133
0.94849	5	17753722	17759970	MSTRG.34481.6	4.828141	0.229468	0.406371	1.888081	0.276398	1.128986	0.824141	0.916137	0.807434	1.160917	1.064796	0.724484	0.0	1.535658	0.897473	0.178651	1.490372	0.0	1.161477	0.636308	0.114715	0.823682	0.499668	0.632158	0.646724
0.89368	5	17739942	17740626	MSTRG.34481.7	2.318099	0.0	0.0	2.768924	0.490493	0.125413	0.34856	0.543801	2.137586	0.0	1.468105	0.0	0.339231	0.735284	0.814849	0.0	0.860728	0.0	0.209724	0.76221	0.0	0.202022	1.848544	0.0	0.412741
NA	5	17753722	17759970	MSTRG.34481.8	0.118177	0.0	0.294194	0.460015	0.021744	0.169289	0.015714	0.001887	0.429871	0.0	0.002712	0.102595	0.0	0.011989	0.005774	0.0	0.004875	0.0	0.01178	0.000392	0.197141	0.336132	0.212721	0.016591	0.313574
1.00000	5	17824770	17825649	MSTRG.34486.1	0.068903	0.31632	0.0	0.0	1.704579	0.180198	0.189385	0.115542	0.537097	0.0	0.015864	0.0	0.197001	0.118381	0.0	0.108306	0.055273	0.0	0.216549	0.280305	0.0741	0.028324	0.024528	0.033261	0.18524
0.96009	5	17824770	17825649	MSTRG.34486.2	0.23131	1.352837	0.513448	0.0	1.831481	0.383237	1.042644	0.497163	2.693871	0.0	0.00888	0.0	0.0	0.338433	0.0	0.302166	0.549776	0.0	0.259865	0.751875	0.254995	0.043233	0.025361	0.041186	0.364965
0.99740	5	18074473	18074743	MSTRG.34489.1	0.0	10.782284	0.0	0.0	0.325464	0.0	0.0	0.0	0.247108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.156987	0.0	0.0	0.777408	0.0	1.159644
0.77884	5	17957337	17957385	MSTRG.34494.1	6.3016	0.457594	0.0	0.0	0.0	1.517129	0.0	0.0	3.534509	0.0	1.688351	6.004254	0.0	4.652667	2.586393	0.0	1.958621	0.0	0.512305	1.792354	0.0	0.0	0.697366	1.874108	6.842567
0.97172	5	17956317	17957385	MSTRG.34494.2	0.413588	0.256281	0.0	0.0	0.385282	0.638864	0.4477	0.421302	1.641457	2.075382	0.366318	0.686639	0.442742	0.737873	0.150001	0.524913	0.379568	0.552474	0.531928	0.217891	0.512273	0.294958	0.083512	0.289969	0.347231
0.84748	5	18007124	18007455	MSTRG.34496.1	0.331452	1.735408	0.0	0.0	4.81521	0.636329	2.351031	0.340759	8.822812	0.0	2.03072	1.062233	0.0	0.541207	0.528865	2.920013	0.430198	0.0	0.472503	1.740795	2.350505	0.0	0.146691	1.572931	3.633456
0.98473	1	907951	910306	MSTRG.34.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.371891	0.0	0.0	0.0	0.0	0.0	0.0	0.003762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.372271
0.43278	5	17113450	17113815	MSTRG.34503.1	22.054676	1.634814	11.780434	8.055566	10.554357	8.170215	5.649981	6.064893	13.909059	7.72577	5.519882	8.210901	6.328532	9.013062	4.788202	11.315682	4.894216	7.227323	5.813208	5.850789	2.824082	3.090079	1.75999	0.0	15.270586
0.47893	5	17113901	17114024	MSTRG.34503.2	6.134218	3.083177	4.958328	8.204522	11.054508	7.097606	4.38956	5.126608	21.61986	9.392398	2.374059	3.958163	8.291005	5.156669	5.226777	13.521707	2.706361	9.928436	3.090576	4.173434	5.191265	2.499339	1.519084	1.106202	18.026882
0.93842	5	17163163	17164435	MSTRG.34508.10	0.720111	0.0	0.0	0.0	0.890978	0.510077	0.579231	0.594079	7.209588	0.0	0.5978	0.669492	0.0	0.523011	0.628934	1.452118	0.319418	0.0	0.571733	0.195455	0.529509	1.807366	0.159548	0.126601	7.060464
0.99943	5	17163206	17164435	MSTRG.34508.11	0.23189	0.0	0.0	0.0	0.354264	0.349834	0.00747	0.162009	3.38847	0.0	0.157329	0.0	0.0	0.391293	0.294233	0.732056	0.0	0.0	0.282403	0.091732	0.476496	0.0	0.210775	1.016749	0.0
0.92403	5	17163163	17164435	MSTRG.34508.12	0.128281	0.082864	0.0	2.191033	0.09264	0.226577	0.084566	0.107084	1.954782	1.62359	0.077754	0.0	0.0	0.277909	0.069425	0.277005	0.297637	0.0	0.089057	0.082375	0.120349	0.0	0.490962	1.316916	0.154683
0.98918	5	17163163	17164435	MSTRG.34508.13	0.253376	0.793549	0.0	1.803968	0.19764	0.291115	0.148047	0.06839	1.053606	0.0	0.234629	0.529601	0.0	0.177887	0.186187	0.58805	0.049673	0.0	0.132648	0.032973	0.368749	0.140756	0.21762	1.106213	0.281553
0.96858	5	17163206	17164435	MSTRG.34508.14	0.316934	1.736004	0.0	0.0	0.11869	0.191687	0.133215	0.0	2.078096	0.0	0.0	0.0	0.0	0.44999	0.418599	0.0	0.062761	0.0	0.107395	0.0875	0.0	0.0	0.0	0.035825	0.0
1.00000	5	17163206	17164435	MSTRG.34508.16	0.047043	0.036604	0.0	0.0	0.013731	0.312165	0.00739	0.0	6.255752	0.0	0.0	0.0	0.0	0.160782	0.049486	0.0	0.007108	0.0	0.030007	0.00981	0.0	0.0	0.0	0.032097	0.0
0.99730	5	17163206	17164435	MSTRG.34508.2	0.041398	0.50764	0.0	0.066669	0.03216	0.055095	0.175643	0.073819	1.133892	6.928931	0.072453	0.067414	0.0	0.013455	0.07407	0.153917	0.060456	0.0	0.154943	0.036207	0.145753	0.01973	0.027346	0.330715	0.391517
0.47361	5	17162012	17168676	MSTRG.34508.3	7.779298	2.052672	10.615909	3.828469	2.995817	2.72051	2.339444	2.205224	9.027059	9.485294	6.338818	5.79006	5.636646	3.78041	4.519456	4.215901	2.143262	5.263903	2.465971	2.133232	1.703085	6.946955	1.637398	3.189016	13.078636
0.43638	5	17164725	17173313	MSTRG.34508.4	14.644872	1.349142	7.388402	8.969587	6.240697	6.558974	7.99737	4.141964	11.637142	11.437593	19.193115	10.844754	4.139858	8.783388	3.447909	5.686366	4.330269	9.589144	3.538599	3.880538	5.186687	8.132953	4.298625	2.259339	25.0151
0.99268	5	17162385	17164435	MSTRG.34508.7	0.481166	6.67772	0.0	0.0	0.139221	0.146559	0.099625	0.0	1.395712	0.0	0.0	0.0	0.0	0.476284	0.103724	0.0	0.062998	0.0	0.329123	0.105004	0.499025	0.0	0.0	0.262048	0.0
0.72576	5	17162012	17164435	MSTRG.34508.8	1.472489	7.824918	0.0	3.682637	1.256704	0.989055	2.002405	1.49425	9.681103	22.001831	3.239914	2.523714	0.579232	4.008754	0.900104	0.675548	1.639135	5.857243	2.04858	0.650693	3.145258	2.549815	1.952088	3.48869	12.59328
0.89030	5	17163206	17168676	MSTRG.34508.9	0.858536	0.408747	0.509427	0.888757	1.469739	0.562725	0.16894	0.296779	1.434123	0.0	0.559819	1.321913	0.0	0.660055	0.286005	0.652718	0.352346	0.0	0.185035	0.154316	0.269909	0.630082	0.19582	0.688815	1.475841
0.87733	5	18435104	18435504	MSTRG.34511.1	0.0	0.0	0.407845	4.192696	0.454704	0.685894	0.73854	0.0	5.524583	0.0	0.0	0.183009	0.0	0.0	0.922824	1.496549	0.0	3.493222	0.408102	2.37745	0.0	1.120475	0.72176	0.235393	2.624705
0.65391	5	18446645	18447776	MSTRG.34514.1	7.33012	6.097292	0.0	0.840823	10.524424	4.10423	0.0	7.876163	12.89391	0.0	0.403995	2.150057	0.05422	17.2307	0.0	2.162984	0.106628	3.506801	17.963152	11.824228	0.23582	0.997495	0.0	6.946057	5.802406
NA	5	18446647	18447776	MSTRG.34514.2	0.059288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3e-05	0.0	0.0	0.0	0.003246	0.0	0.0	0.0	0.0
0.80302	5	18335255	18335420	MSTRG.34521.1	2.459664	2.122123	0.0	3.624354	2.477758	2.127355	0.844404	2.858874	53.055832	12.772772	1.136198	0.863854	0.868495	3.969228	0.0	2.644128	1.898776	0.0	2.495499	2.958962	15.914498	1.293671	1.374611	0.651067	8.270337
NA	5	18101804	18101898	MSTRG.34528.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062434	0.0	0.0	0.0	0.0	0.0	0.004192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	1	226344354	226348558	MSTRG.3453.1	0.0	0.0	0.0	0.0	0.030089	0.0	0.0	0.0	0.045571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003064	0.010555	0.0	0.0	0.0	0.0
0.85291	5	18607011	18609077	MSTRG.34539.3	2.266696	1.628667	1.037239	0.923264	7.110413	0.996271	3.886079	0.185824	4.778024	21.052607	0.276229	0.55126	2.83088	0.404848	0.07183	0.789675	0.495533	2.007385	0.154167	0.155444	0.103517	0.0	0.286375	0.62488	16.337055
0.95643	5	18607912	18609077	MSTRG.34539.6	0.300167	2.84637	0.0	0.0	0.0	0.0	0.0	0.0	4.49027	0.0	0.128886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.689318
0.97961	5	18607506	18609077	MSTRG.34539.7	0.0	0.0	0.0	0.0	2.090592	0.0	0.0	0.0	0.340837	4.51285	0.0	0.0	0.57268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.92368	5	18607506	18609077	MSTRG.34539.8	2.440538	0.0	0.0	0.0	9.149971	0.070356	0.269066	0.0	0.455066	0.0	0.0513	0.0	3.705718	0.0	0.064585	0.309182	0.21499	0.0	0.203784	0.0	0.0	0.0	0.063242	0.0	6.378957
0.79759	5	18661459	18661794	MSTRG.34540.1	4.568366	0.0	0.0	18.868099	0.029025	1.526819	0.069586	5.889857	27.03352	0.0	0.101251	0.0	0.124969	7.867404	0.0	0.0	1.594088	0.28113	8.134524	0.050284	22.665955	0.791195	0.463693	38.196999	0.020893
NA	1	226442722	226445455	MSTRG.3454.11	0.0	0.753163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	1	226445656	226446224	MSTRG.3454.12	0.0	0.0	0.0	0.0	0.087319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	5	18704286	18706645	MSTRG.34546.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.328419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3e-05	0.0	0.0	0.009101	0.02965	0.0	0.0	0.0	0.509899
0.89659	5	18824185	18825872	MSTRG.34552.1	3.191452	0.074523	1.078686	4.779297	0.250725	1.658443	0.533724	0.536632	1.157958	1.319264	0.315538	0.538106	0.311978	1.21417	0.42163	0.152128	0.593892	0.0	0.774158	0.235119	0.389676	0.129138	0.934514	0.686646	4.582835
NA	5	18887795	18887981	MSTRG.34556.1	0.392879	0.0	0.0	0.0	0.240932	0.082902	0.0	0.0	0.207878	0.0	0.371051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026053	0.0	0.322593	0.677392	0.0	0.415992
0.85025	1	186098	186423	MSTRG.345.57	19.499865	0.0	0.0	0.0	7.575801	0.589639	4.057288	1.257912	10.243917	2.00931	0.117063	0.00064	0.326393	4.317899	0.0	0.15552	0.983853	0.0	0.045513	2.751483	0.833635	0.0	0.0	0.0	4.578616
1.00000	1	190787	191124	MSTRG.345.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.158402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	5	18906622	18907682	MSTRG.34559.1	0.0	0.0	0.0	0.0	0.516902	0.115728	0.0	0.0	0.32895	0.0	0.0	0.0	1.189316	0.0	0.109208	0.0	0.0	0.0	0.0	0.303071	0.0	0.0	0.0	0.0	0.070625
0.88769	5	18906825	18907682	MSTRG.34559.2	0.0	0.0	0.0	0.0	5.265217	0.26457	8.771272	0.913998	6.553339	0.0	0.0	1.802501	1.177349	0.0	0.996238	0.0	0.203618	0.0	1.839759	1.198688	0.081014	0.386313	0.0	0.0	2.157046
NA	5	18904333	18904673	MSTRG.34559.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.792128
1.00000	5	18906269	18906800	MSTRG.34559.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125987	0.0	0.0	0.0	0.0	0.0	0.0
NA	5	18906433	18907682	MSTRG.34559.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131298	0.0	0.0	0.0	0.023938	0.0	0.0	0.0	0.0	0.0	0.017896	0.0	0.0	0.0	0.0	0.0	0.0
0.89716	5	18950427	18950488	MSTRG.34560.1	0.307955	0.578005	0.0	0.0	0.785791	0.180084	0.301221	0.0	6.295739	0.0	8.20321	0.331313	0.016421	0.249772	0.873477	0.503354	0.2034	0.0	0.0	0.3593	0.524019	5.327179	0.837555	0.0	5.375557
0.89019	1	226519005	226527808	MSTRG.3456.1	0.392892	0.056812	0.187778	0.133747	0.185556	0.23327	0.830018	0.121157	6.375294	0.10966	15.099941	0.186638	0.023314	0.723773	0.38524	0.123275	0.116253	0.0	0.045793	0.236392	0.165008	7.246442	1.920694	0.055568	15.367023
0.61316	5	19095061	19095258	MSTRG.34564.1	11.972095	1.263651	9.930225	0.0	5.295907	4.518328	4.744839	5.014772	27.497187	0.0	1.048686	3.619226	3.540284	4.748798	5.894223	5.143144	2.578297	11.598198	6.968493	5.586106	5.556039	2.399791	0.0	1.157044	7.755978
0.92545	5	19125902	19126951	MSTRG.34566.1	1.210007	0.0	0.0	0.0	2.4e-05	0.728409	0.734267	1.097933	8.038372	0.0	0.0	0.0	0.0	1.770313	0.236132	0.0	0.0	1.683084	1.477409	2.140745	0.60141	0.211186	0.0	0.458128	3.325559
1.00000	5	19134174	19134184	MSTRG.34566.2	0.031704	0.0	0.0	0.0	8e-06	0.0	0.011218	0.0	3.613233	0.0	0.0	0.0	0.0	0.005001	0.0	0.0	0.0	0.0	0.149456	0.043031	0.038998	0.118713	0.0	0.040255	0.0
0.93055	5	19125902	19126951	MSTRG.34566.3	0.181666	0.0	5.652683	1.632599	0.384938	0.858786	0.377463	1.203681	4.886211	0.0	0.159776	0.195818	0.245076	1.206203	0.547844	0.324062	0.468982	0.733632	0.58495	0.40641	0.558501	0.34578	0.307974	0.223603	1.548981
0.71687	5	19151934	19154462	MSTRG.34567.1	2.260308	4.21965	1.427815	5.571158	16.655859	2.863445	1.788736	3.61452	10.120482	0.0	0.708043	0.837065	1.353301	4.235465	1.927303	1.275393	1.029514	1.904744	5.405672	3.678362	1.535421	0.440149	0.953382	6.664804	2.500329
NA	5	19154105	19154462	MSTRG.34567.2	0.0	0.0	0.0	0.0	0.12154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.85561	5	19264679	19266005	MSTRG.34573.1	0.599881	0.202148	0.0	0.0	1.365852	0.681257	2.952894	0.118382	5.622381	3.632478	1.068044	1.886358	0.716252	0.466686	0.365652	0.701532	0.473129	8.175541	0.276599	1.420938	1.31435	0.165582	0.847819	0.282938	4.688436
1.00000	5	19265003	19266005	MSTRG.34573.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.622351	0.0	0.146873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.441775
NA	5	19266902	19266961	MSTRG.34573.3	0.00505	0.0	0.0	0.0	0.0	0.0	0.029716	0.0	0.069795	0.0	0.026205	0.099704	0.0	0.089486	0.631182	0.0	0.0	0.0	0.006847	0.0	0.0	0.0	0.0	0.0	0.170879
0.95940	5	19578839	19580510	MSTRG.34583.1	0.316919	0.0	5.842145	0.0	0.0	0.0	0.0	0.003231	5.58434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098685	0.91856
NA	5	19636947	19638568	MSTRG.34588.1	0.037548	0.0	0.0	0.345896	0.060044	0.09896	0.0	0.062001	0.470555	0.0	0.009401	0.066943	0.0	0.065909	0.0	0.138764	0.033647	0.19489	0.23871	0.0	0.01926	0.031214	0.0	0.036306	0.0
NA	5	19638437	19638568	MSTRG.34588.2	0.000634	0.0	0.0	0.149408	0.0	0.004209	0.0	0.002571	0.06756	0.0	0.008068	0.050415	0.0	0.001031	0.0	0.010044	0.000632	0.059417	0.014839	0.0	0.00302	0.004067	0.0	0.001441	0.0
NA	5	19637342	19638568	MSTRG.34588.3	0.074891	0.0	0.0	0.464246	0.0	0.100528	0.0	0.141306	0.630423	0.0	0.0	0.0	0.0	0.050725	0.0	0.321858	0.040066	0.394316	0.936781	0.0	0.107155	0.041516	0.0	0.119489	0.0
NA	5	19641594	19643950	MSTRG.34589.1	0.006765	0.0	0.0	0.0	0.00403	0.0	0.0	0.0	0.288558	0.0	0.010449	0.0	0.0	0.004106	0.018188	0.0	0.0	0.0	0.0	0.003489	0.0	0.0	0.0	0.0	0.0
NA	5	19710707	19710731	MSTRG.34595.1	0.0	0.0	0.0	0.0	0.228324	0.0	0.061937	0.0	0.071572	0.0	0.0	0.005464	0.0	0.0	0.0	0.08047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.97504	5	19753109	19755538	MSTRG.34597.1	0.330199	0.495148	0.0	0.0	1.523618	1.67759	0.337307	0.463374	1.241578	0.870638	0.502185	0.0	0.372294	0.577145	0.0	0.822287	0.0	0.0	0.608649	0.251498	0.079858	0.073335	0.254312	0.968372	6.872766
NA	5	19882484	19882685	MSTRG.34604.1	0.007963	0.0	0.0	0.0	0.0	0.099048	0.0	0.0	0.015073	0.0	0.0	0.0	0.057348	0.0	0.0	0.0	0.04754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	5	19895793	19895835	MSTRG.34607.1	0.0	0.0	0.0	0.0	0.0	0.032731	0.0	0.0	0.002947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.81903	1	177202	179744	MSTRG.346.1	15.907569	0.09803	3.832193	3.129693	2.799651	1.551512	0.630435	1.110247	4.640975	5.222538	1.346304	1.296717	0.363162	2.273982	0.561615	0.208995	1.033082	4.519317	1.225734	1.21246	1.524582	0.806062	0.356626	0.182715	2.812171
NA	5	19982848	19983178	MSTRG.34611.1	0.037775	2e-06	0.0	0.0	0.012689	0.008777	0.01295	0.0	0.076981	0.0	0.018417	0.0	0.0	0.006181	0.0	0.002391	0.001052	0.0	1e-05	0.309807	0.0	0.0	0.007852	0.017445	0.0
NA	5	19982848	19983178	MSTRG.34611.2	0.0	0.079474	0.0	0.0	0.125015	0.0	0.0	0.0	0.098376	0.0	0.040581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015552	0.0	0.001099	0.0	0.080066	0.0	0.0
NA	5	19983811	19986842	MSTRG.34611.3	0.042928	0.30392	0.953618	0.0	0.474467	0.106088	0.081606	0.092118	0.991585	0.0	0.797583	0.0	0.224978	0.025906	0.0	0.086103	0.103604	0.0	0.067389	0.236137	0.111674	0.174463	0.045023	0.082256	0.332866
0.91061	5	20011117	20011391	MSTRG.34613.4	0.0	0.0	3.489282	0.0	0.0	0.0	0.178745	0.0	4.862906	0.0	0.0	0.0	0.0	1.5415	1.524534	0.0	0.377596	0.0	0.0	1.764215	2.224642	1.455841	0.34455	0.929365	12.558785
0.90586	5	20011117	20011391	MSTRG.34613.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.969282	8.200607	0.0	1.451777	5.413445	10.030248	0.312902	0.0	0.0	0.0	0.0	0.0	0.185586	0.0	0.701665	0.0	0.0	2.838478
0.85521	5	20003442	20003570	MSTRG.34614.1	1.496597	0.0	0.0	0.0	5.203691	0.351512	2.346358	0.0	3.360217	5.522529	1.005743	1.108687	0.0	0.145928	0.0	1.630249	0.110513	0.0	0.0	0.641223	0.115595	0.0	0.0	0.0	6.351404
1.00000	5	20101226	20103027	MSTRG.34615.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.360248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.92900	5	21218858	21259951	MSTRG.34617.1	0.225734	0.025695	0.064283	0.0	0.052144	0.041989	0.068684	0.023126	1.836225	0.0	4.502448	0.09334	0.045901	0.113249	0.084186	0.045379	0.009515	0.0	0.056587	0.031555	0.037264	7.033678	0.332664	0.019774	3.358523
NA	5	21283672	21283822	MSTRG.34618.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.77851	5	20527944	20529174	MSTRG.34619.3	3.778991	0.0	0.0	0.0	1.707772	0.894835	2.873054	2.817333	1.112981	2.472712	0.49069	0.419593	4.527992	1.590133	0.787983	3.616332	0.764799	0.0	1.210167	0.323866	0.214819	0.0	0.0	1.270696	2.412044
0.83093	5	20527944	20529174	MSTRG.34619.4	1.152219	0.165523	0.895242	3.029708	0.142913	0.897904	1.902446	3.472414	1.218519	0.0	0.645244	0.352257	0.987095	2.563585	0.784995	0.560073	0.937696	0.0	2.831587	0.158693	0.47207	0.609012	0.654034	1.567164	1.696892
0.70711	5	20527944	20529174	MSTRG.34619.5	3.403412	1.445277	2.561295	7.972458	1.174315	0.796987	3.019679	4.378948	2.022796	0.0	1.378922	0.577333	7.500638	2.65504	0.549121	2.276914	1.38526	0.0	2.890164	0.210963	0.64002	0.183849	4.045462	2.839941	1.911578
0.91429	5	20527944	20529174	MSTRG.34619.6	0.88461	0.211423	0.0	0.0	0.0	0.986087	0.91797	1.636405	0.347768	0.0	0.0	0.321905	0.0	2.084641	0.0	0.442042	0.0	0.0	2.523385	0.045521	0.248269	0.0	0.0	2.847628	0.788885
0.63730	5	20562183	20567650	MSTRG.34621.1	2.87143	0.62343	2.035466	5.412242	0.7908	4.030988	2.484479	8.799881	20.91563	4.651294	3.501562	7.502802	26.679335	24.711332	1.885154	1.683591	2.143633	7.667361	5.524105	1.545437	2.381699	0.791068	0.833898	1.239814	11.219721
