tau	chr	start	end	transcript_id	Skin	Blood	Spleen	Adipose	Abomasum	Ear_bone	Cecum	Lung	Antler	Cerebrum	Cerebella	Jejunum	Rumen	Muscle	Kidney	Testis	Colon	Heart	Ileum	Liver	Esophagus
1.00000	chr31a	164607	165028	MSTRG.20786.1	0.138888	0.0	0.0	0.092585	0.0	0.0	0.093258	0.0	0.383415	0.0	0.0	0.0	0.0	0.031045	0.0	45.87056	0.0	0.0	0.0	0.0	0.0
0.99495	chr31a	414067	415223	MSTRG.20787.1	0.532563	0.133487	1.08891	0.962897	0.645636	0.766803	0.521496	0.436297	1.027245	0.333688	0.676357	0.51592	0.845256	0.901579	0.23553	3.033611	0.795556	0.803017	0.875226	0.618319	0.466549
1.00000	chr31a	547638	547747	MSTRG.20788.1	0.543586	0.107	0.705198	0.896161	0.365844	0.610444	0.337611	0.393457	0.744425	0.797662	0.800875	0.438796	0.579231	0.556295	0.282314	2.722476	0.484501	0.540475	0.578504	0.370811	0.425823
0.76529	chr31a	578367	578946	MSTRG.20790.1	1.045963	0.0	1.279311	1.648146	0.705838	1.875858	1.533204	0.434338	1.739519	1.425265	1.771519	2.601708	2.222335	1.342435	3.548022	6.135991	1.744284	0.715157	3.732723	0.955205	0.507263
1.00000	chr12a	17450676	17452349	MSTRG.2079.1	0.347431	0.715187	0.175871	0.0	0.0	0.0	0.0	0.283504	0.164794	0.0	0.090751	0.0	0.073339	6.644634	0.091051	0.173693	0.0	0.0	0.0	0.222616	0.469643
1.00000	chr31a	661629	662072	MSTRG.20791.1	0.604119	0.0	0.03635	0.0	0.0	0.0	0.0	0.0	2.906427	0.0	0.0	0.0	0.0	0.0	0.0	0.055027	0.0	0.0	0.0	0.054622	0.0
0.91739	chr31a	661629	662072	MSTRG.20791.2	2.272374	1.973598	1.047179	0.262956	0.994374	0.854302	0.0	0.854941	7.21308	1.440641	0.56362	0.0	2.746359	0.815921	0.316746	0.464719	0.210754	1.408169	0.119614	0.806331	0.217953
0.97917	chr31a	661629	662072	MSTRG.20791.3	1.616998	0.0	3.169329	0.0	0.0	0.0	0.0	0.0	0.107873	0.0	0.0	0.0	0.099962	0.0	0.0	0.0	0.766617	0.0	0.0	0.0	0.0
0.90108	chr31a	661629	662072	MSTRG.20791.5	1.856851	0.0	2.524245	0.0	0.0	0.0	0.0	0.0	5.196932	0.0	0.0	0.0	0.614531	4.019476	0.0	1.383368	0.0	0.0	0.0	0.0	0.0
1.00000	chr31a	656995	657192	MSTRG.20791.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.733804	0.0	0.0	0.0	0.0	0.0
0.94233	chr31a	661629	662072	MSTRG.20791.7	0.798416	0.0	0.0	2.120762	1.846368	0.0	0.0	0.0	1.289039	0.0	0.0	0.0	0.0	0.0	0.0	0.030813	0.0	0.0	0.0	0.086087	0.0
1.00000	chr31a	5115211	5115239	MSTRG.20793.1	0.006823	0.0	0.03519	0.472285	0.069102	0.029837	0.0	0.182162	0.08595	0.348745	0.295857	0.0	0.008339	0.02751	0.002473	2.146347	0.001068	0.002852	0.00167	0.014228	0.007505
1.00000	chr31a	5115626	5115838	MSTRG.20793.2	0.10346	0.0	0.211944	0.080426	0.0	0.0	0.077772	0.223639	1.143099	0.0	0.0	0.0	0.253317	0.0	0.0	0.209067	0.208679	0.064462	0.320183	0.03415	0.0
1.00000	chr31a	6075202	6075429	MSTRG.20798.1	0.466344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.151642	0.0	0.0	0.0	0.0	0.0	0.0	5.535713	0.0	0.0	0.0	0.0	0.0
1.00000	chr31a	6075202	6075429	MSTRG.20798.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.514771	0.0	0.0	0.0	0.0	0.0
0.97779	chr31a	6150470	6150777	MSTRG.20799.1	0.089318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333472	1.576289	1.876212	0.0	0.0	0.0	0.0	11.487002	0.0	0.0	0.0	0.0	0.0
0.97455	chr31a	6178894	6180351	MSTRG.20799.2	0.039621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.584305	0.0	0.0	0.0	0.0	0.0	6.458865	0.0	0.0	0.0	0.0	0.0
0.97839	chr31a	6178894	6180351	MSTRG.20799.3	0.200734	0.0	0.0	0.0	0.0	0.07129	0.0	0.0	0.129086	1.571489	1.436955	0.0	0.0	0.0	0.0	6.582523	0.070502	0.0	0.0	0.079083	0.0
1.00000	chr31a	6178894	6180351	MSTRG.20799.4	0.555282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.922552	0.0	0.0	0.0	0.0	0.0
0.94949	chr31a	6178894	6182243	MSTRG.20799.5	0.468225	0.0	0.134109	0.0	0.0	0.036515	0.0	0.0	0.105449	23.533682	4.886435	0.0	0.0	0.073954	0.0	4.974977	0.043507	0.0	0.0	0.051322	0.056676
1.00000	chr31a	6180352	6182243	MSTRG.20799.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.379029	0.961862	0.0	0.0	0.0	0.0	0.480282	0.0	0.0	0.0	0.0	0.0
0.98936	chr31a	6526633	6526801	MSTRG.20800.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.355068	0.0	0.0	0.0	4.168326	0.0
0.92342	chr12a	17458253	17458613	MSTRG.2080.1	1.353954	0.0	0.677128	0.413202	0.059787	0.324746	0.229521	0.397511	1.650786	0.682495	2.236063	0.655711	0.357774	0.268207	1.794942	4.189289	0.814091	0.099958	0.823773	0.562726	0.299835
1.00000	chr31a	6532292	6532500	MSTRG.20801.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.207583	0.0	0.0	0.0	0.0	0.0	0.0	15.205335	0.0	0.0	0.0	0.0	0.0
1.00000	chr31a	6611451	6611769	MSTRG.20802.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.195833	0.0
1.00000	chr31a	6786313	6786645	MSTRG.20803.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152069	0.0	11.800838	0.0	0.0	0.0	0.100409	0.0
1.00000	chr31a	6792709	6792847	MSTRG.20803.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.236951	0.0
0.97965	chr31a	6793828	6794872	MSTRG.20804.1	0.371957	0.462332	0.115034	0.437659	0.250724	0.144444	0.198946	0.261927	0.743797	0.0	0.0	1.62993	0.490761	0.11683	0.012046	0.902399	0.17535	0.0	3.321529	0.191589	0.011509
0.98218	chr31a	6798126	6798332	MSTRG.20805.1	0.273654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.304305	0.0	0.0	0.902308	0.27778	0.0	0.0	0.607842	0.371697	0.0	1.612305	3.819767	0.0
1.00000	chr31a	6831995	6832453	MSTRG.20806.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24182	0.0	0.0	0.0	0.0	0.0	0.0	8.562838	0.0	0.0	0.0	0.0	0.0
1.00000	chr31a	8332307	8332408	MSTRG.20807.1	0.0	0.0	0.0	0.0	0.0	0.821395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181581	7.197614	0.0	0.0	0.0	0.0	0.0
1.00000	chr10a	20221022	20221277	MSTRG.208.1	0.699124	0.0	0.279199	0.0	0.060394	0.0	0.065252	0.295538	1.279259	0.0	0.265872	0.712792	0.38116	0.335483	0.0	0.39079	0.159584	0.091835	0.402624	0.61175	0.0
0.59359	chr12a	17797798	17798451	MSTRG.2081.1	5.099325	10.771824	3.218015	3.965371	4.003834	0.980906	3.690442	3.506502	7.645848	1.667048	1.258118	3.237683	2.383487	1.536856	4.979912	0.26649	2.755119	0.373188	4.244467	6.58315	0.340818
0.99171	chr31a	7462877	7463240	MSTRG.20811.1	0.11005	0.0	0.195644	0.712175	0.0	0.0	0.053705	0.17675	1.488438	0.0	0.0	0.16701	0.53389	11.022955	0.0	0.207378	0.0	0.0	0.427541	0.084488	0.0
0.97776	chr31a	7462877	7463240	MSTRG.20811.2	0.744904	0.0	0.479204	0.0	0.0	0.231665	0.444531	0.192562	2.491688	0.0	0.0	0.0	0.411356	11.05378	0.580333	0.412423	0.0	0.0	0.135443	1.168609	0.338161
1.00000	chr31a	7915627	7915989	MSTRG.20812.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.260644	0.0	0.0	0.0	0.0	0.020105	6.606804	0.0	0.0	0.01275	0.0	0.0
1.00000	chr31a	7915627	7915989	MSTRG.20812.2	0.090154	0.0	0.0604	0.130356	0.0	0.0	0.050398	0.052613	0.930295	0.0	0.095083	0.0	0.198603	0.022842	0.559902	7.259284	0.0	0.0	0.106304	0.377883	0.0
0.90165	chr31a	8010078	8011416	MSTRG.20813.1	0.88774	0.0	0.446941	2.26368	0.789421	0.997432	1.924413	0.869065	1.823887	1.038059	0.344789	1.14999	1.304336	0.681377	0.177765	0.080388	1.192048	0.983855	1.375792	4.619795	0.853974
1.00000	chr31a	8010081	8011416	MSTRG.20813.2	0.06574	0.0	0.0	0.0	0.497742	0.0	0.0	0.0	1.159965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	chr31a	8010084	8011416	MSTRG.20813.3	0.0	0.0	0.0	0.0	0.290613	0.284191	0.0	0.0	0.487923	0.0	0.0	0.698642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	chr31a	8229324	8229531	MSTRG.20814.1	0.280893	0.0	0.221434	0.433586	0.075217	0.65464	0.486209	0.023802	0.812584	0.124509	0.471182	0.273802	0.672319	0.132162	0.183268	12.315008	0.291414	0.06314	0.694953	0.467096	0.085101
1.00000	chr31a	8150863	8150954	MSTRG.20815.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.222496	0.0	0.0	0.0	0.0	0.0
1.00000	chr31a	8823711	8823981	MSTRG.20817.1	0.988362	0.0	0.0	0.0	0.0	0.0	0.254873	0.0	4.843587	0.326325	0.0	0.0	0.0	0.0	0.0	0.0	0.205358	0.0	0.0	0.0	0.0
0.92880	chr31a	9323529	9323932	MSTRG.20819.1	0.21831	0.0	0.0	0.189022	0.0	0.655088	0.0	3.620394	0.314153	3.570711	8.507535	0.0	0.217655	0.0	1.631626	0.730225	0.0	0.0	0.275575	0.283386	0.0
0.99157	chr12a	17808692	17809979	MSTRG.2082.1	0.889831	0.0	0.111053	0.414355	0.080246	1.395905	0.753252	0.090149	11.945225	0.0	0.0	0.228719	1.088087	0.142845	0.0	0.108607	0.192605	0.0	0.172708	0.0	0.288073
NA	chr31a	9551812	9551829	MSTRG.20822.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027472	0.120448	0.0	0.0	0.0	0.024626	0.0	0.0	0.025537	0.0	0.0	0.0	0.0	0.0
1.00000	chr31a	9516879	9516997	MSTRG.20822.2	0.300966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.214344	0.0	0.0	0.365938	0.970582	0.703063	0.0	0.366644	0.0	0.0	0.0	0.0	0.0
0.72621	chr31a	9658977	9661226	MSTRG.20824.1	2.603649	0.672745	1.199593	1.870967	1.647858	1.471426	2.127757	1.213352	4.10147	3.298526	2.938854	1.554747	6.431836	0.44752	0.232173	3.479585	2.572959	0.486235	1.318315	0.446125	0.29951
0.99807	chr31a	9679037	9679228	MSTRG.20826.1	0.870372	0.0	0.647195	0.93842	0.717378	0.0	0.878253	0.0	1.156291	0.939746	0.0	0.0	0.520987	0.258806	0.0	42.878139	0.399803	0.313204	0.541168	0.490497	0.0
0.98110	chr31a	9808600	9809587	MSTRG.20829.1	0.355794	0.0	0.0	0.046924	0.0	0.0	1.750596	0.102247	0.909709	0.69175	1.011929	0.460653	0.902014	0.0	0.107446	0.234333	0.478613	0.0	1.163303	6.774566	0.0
0.99806	chr31a	9817176	9817459	MSTRG.20829.2	0.155369	0.159067	0.0	0.0	0.245526	0.0	0.0	0.0	0.612538	0.0	0.99447	0.31046	1.060534	0.0	0.0	0.887239	0.644385	0.0	0.536698	4.558746	0.0
0.98698	chr31a	9815080	9815679	MSTRG.20830.1	0.360143	0.0	0.0	0.06943	0.008647	0.174425	0.284091	0.0	0.781337	0.0	0.0	0.662415	0.866843	0.0	0.041959	0.520157	0.802155	0.0	1.36103	3.265785	0.0
1.00000	chr12a	17813560	17813810	MSTRG.2083.1	0.329186	0.0	0.0	0.0	0.0	0.58535	0.337276	0.13738	4.800534	0.0	0.0	0.095088	0.504186	0.226972	0.0	0.274573	0.0	0.0	0.0	0.0	0.0
0.89941	chr31a	9930970	9931365	MSTRG.20831.10	0.453767	0.0	2.679255	0.143361	0.0	0.229199	0.095098	0.065198	2.169696	0.0	0.0	1.766059	1.895465	0.212361	0.0	0.401282	0.367415	0.00723	0.0	0.0	0.0
0.94783	chr31a	9930970	9931365	MSTRG.20831.11	0.375281	0.756335	0.106339	2.320987	0.054621	0.0	0.026645	0.0	3.140371	0.0	0.0	0.0	1.281131	1.109885	0.0	0.0	0.093559	0.0	0.0	0.771298	0.000799
0.99577	chr31a	9930970	9931365	MSTRG.20831.12	0.159062	0.245053	0.0	0.247678	0.106522	0.177552	0.11107	0.092355	2.38227	0.051888	0.139984	0.144441	0.351281	0.785218	0.0	0.512649	1.076241	0.075956	0.250418	0.16413	0.269018
0.90929	chr31a	9930970	9931365	MSTRG.20831.13	0.410041	0.572419	0.0	2.759915	0.0	0.0	0.176135	0.143492	1.702712	0.0	0.0	2.951577	0.236729	0.481421	0.0	4.261372	0.077806	0.017638	0.408516	0.170221	0.0
0.93406	chr31a	9930970	9931365	MSTRG.20831.14	1.368774	0.0	0.878098	0.99568	0.092991	0.0	0.424873	0.963904	1.328861	0.0	0.0	0.170781	2.878843	2.217001	0.031904	0.423391	0.774598	0.023498	0.049294	0.024815	0.0
0.54588	chr31a	9930970	9931365	MSTRG.20831.15	3.112154	2.02691	2.631445	2.35156	2.916706	1.627643	0.654048	2.804463	3.255928	0.480604	1.343757	1.065091	2.39463	3.709356	0.942199	3.030924	1.887666	1.138237	1.931425	4.236895	1.831486
0.99933	chr31a	9930970	9931365	MSTRG.20831.16	0.458148	0.0	0.0	0.005515	0.002598	0.0	0.433383	0.139941	4.035944	0.039948	0.0	0.0	0.379718	1.018821	0.0	0.0	0.287142	0.0	0.0	0.0	0.0
0.88295	chr31a	9930970	9931365	MSTRG.20831.17	1.328892	0.0	0.04596	0.0	0.0	0.0	0.0	2.276052	3.735015	0.0	0.0	0.0	2.817311	0.301036	0.0	0.100505	0.0	0.0	2.565895	0.010598	0.018724
0.90853	chr31a	9867720	9868454	MSTRG.20831.5	4.581104	0.631538	2.757556	0.800199	0.515765	0.390848	0.335247	0.0	1.165222	0.807496	2.317756	0.094774	0.63577	0.783208	0.105209	0.422875	0.10421	0.0	0.316722	2.173674	0.087207
0.85041	chr31a	9930970	9931365	MSTRG.20831.6	1.405896	0.302892	1.405936	0.0	0.115992	0.579988	0.0	2.835688	3.272369	0.0	2.080915	0.717539	1.329443	0.638258	1.456544	0.466686	1.238699	1.120264	0.212956	4.70053	0.717226
0.87149	chr31a	9930970	9931365	MSTRG.20831.7	2.180693	0.0	2.45378	0.201098	3.073162	0.021908	0.0	7.712502	4.283076	0.0	0.0	0.043932	1.443987	0.152784	0.0	0.0	0.190348	0.0	0.0	0.18533	1.874904
0.97554	chr31a	9930970	9931365	MSTRG.20831.8	0.136694	0.797575	0.114209	0.372475	0.0	0.466595	0.001092	0.037602	4.337732	0.0	1.960122	0.379773	1.045861	0.51097	0.0	0.787556	0.388305	0.0	0.0	0.006578	0.0
0.55193	chr31a	9930970	9931365	MSTRG.20831.9	1.787213	4.60325	2.458339	2.095787	1.63467	1.35544	1.74479	2.122057	6.03824	1.950713	0.0	2.585319	5.013873	2.692205	1.903081	5.10913	3.148752	1.346724	2.544997	2.158651	1.856691
NA	chr31a	9829849	9836064	MSTRG.20832.1	0.031079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033548	0.0	0.0	0.0	0.064974	0.0
0.69722	chr31a	9913041	9913190	MSTRG.20834.1	1.762534	2.856222	1.465418	1.472655	0.68312	3.104419	0.554291	1.150442	6.154844	0.0	0.958936	2.216063	7.089832	2.287991	0.896525	6.219429	2.097244	1.647877	2.653055	0.517077	2.050555
0.73920	chr31a	9914013	9914197	MSTRG.20835.1	1.767673	7.69205	0.619404	3.57051	0.618339	1.781694	1.33691	0.393683	3.704065	0.809962	0.628392	2.004942	3.686858	2.032957	0.326609	3.838411	4.282695	0.81217	2.357141	0.770193	1.29039
0.98183	chr31a	9923318	9925352	MSTRG.20836.1	0.428848	1.243252	0.218857	0.197593	0.508821	0.354859	0.206361	0.139938	0.784102	0.153671	0.0	0.425191	0.943023	1.082319	0.0	0.596529	0.505739	0.154383	0.927901	0.157356	0.169608
1.00000	chr31a	9925047	9925352	MSTRG.20836.2	0.652929	0.050303	0.111224	0.049497	0.0	0.0	0.119243	0.369541	0.246182	0.0	2.062063	0.01255	0.322385	0.070663	0.047557	0.287007	0.0	0.016348	0.206934	0.086509	0.0
0.84028	chr31a	9925637	9926403	MSTRG.20837.1	1.05667	0.293631	0.814748	1.410418	0.626004	0.359193	0.62619	3.028106	2.981188	0.816769	0.717939	0.435228	1.581636	0.364442	0.696396	1.068762	1.872852	0.961659	1.006658	2.432251	0.27598
0.98144	chr31a	10063581	10064116	MSTRG.20840.2	0.558046	0.0	0.0	0.0	0.267354	0.0	0.0	0.0	1.549431	0.0	0.0	0.0	1.514189	0.0	0.0	0.0	0.0	9.944822	0.202613	0.0	0.0
0.98877	chr12a	18830105	18830355	MSTRG.2084.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33471	0.0	0.0	0.0	0.0	0.0	0.528261	1.390268
0.72257	chr31a	10098023	10098210	MSTRG.20844.1	4.803377	6.619349	1.888308	2.229433	1.146966	1.56145	1.551531	0.933479	5.654219	0.320141	0.533744	3.146784	2.567044	13.096444	0.0	6.224604	1.299096	0.395073	3.180911	2.715557	1.331805
0.63884	chr31a	10109194	10109366	MSTRG.20845.1	9.153306	9.865593	2.17361	2.716823	0.427091	2.776676	3.714195	1.095781	11.721756	0.75552	0.0	3.339995	5.845064	0.528135	0.0	7.696613	2.25719	0.357957	5.946661	4.333986	0.510804
0.96781	chr31a	10304897	10305010	MSTRG.20853.1	0.428977	0.0	0.158367	0.0	0.0	0.286625	0.0	0.292417	3.459949	0.0	0.03331	0.0	0.0	0.0	6.876904	0.452835	0.0	0.0	0.0	0.0	0.0
0.94379	chr31a	10386323	10391171	MSTRG.20857.1	0.642485	1.390805	37.365582	0.046233	0.092322	0.0	0.125713	0.34422	0.240223	0.0	0.0	0.148142	0.049161	32.877071	0.258492	1.281128	0.053449	0.08504	0.195734	0.022515	0.0
0.90885	chr31a	10386323	10391171	MSTRG.20857.2	0.0	6.725368	15.736921	0.478329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.867638	0.0	2.000436	0.257556	0.0	0.0	0.0	0.0
1.00000	chr31a	10386323	10391171	MSTRG.20857.3	0.0	0.0	7.612728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.96597	chr31a	10386323	10391171	MSTRG.20857.4	0.0	0.0	3.527655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.373284	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.99488	chr12a	18407260	18407289	MSTRG.2086.1	0.743905	0.0	0.0	0.187951	0.420669	0.0	0.0	0.0	1.360119	0.0	0.0	0.0	0.270951	0.0	0.0	20.208204	0.0	0.0	0.79066	0.0	0.0
1.00000	chr31a	10552327	10553810	MSTRG.20861.1	0.0	0.0	0.0	0.212546	0.0	0.0	0.0	0.107786	0.138047	0.427123	0.404166	0.0	0.060831	0.06918	0.0	13.105355	0.0	0.0	0.0	0.0	0.0
0.51087	chr31a	10588046	10588202	MSTRG.20864.1	5.452192	8.282049	1.458788	5.029493	1.428893	1.549964	4.782948	1.649876	7.514102	1.239155	2.07692	7.238807	7.805002	2.03885	4.036799	7.847008	4.395584	0.894967	10.396861	4.135338	1.1946
1.00000	chr31a	10596984	10597571	MSTRG.20865.1	0.031379	0.0	0.00082	0.075065	0.004466	0.016304	0.0	0.004605	0.028878	0.007974	0.0076	0.006043	0.004371	0.002856	0.085351	40.445572	0.0	0.010143	0.003226	0.046614	0.001502
0.56935	chr31a	10652182	10652359	MSTRG.20867.6	13.56709	0.0	7.022213	6.863266	3.30444	4.465986	1.785905	0.0	8.233447	8.617435	5.956866	6.415662	2.750407	6.290615	0.0	7.95105	0.0	0.0	4.75173	2.521999	0.0
NA	chr31a	11034420	11034532	MSTRG.20870.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087695	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.48501	chr31a	11037029	11037333	MSTRG.20871.1	6.406035	21.765882	6.448874	4.989537	1.466242	2.147518	7.8665	3.267821	20.703255	2.07096	2.059146	9.979729	11.788096	5.120524	3.630142	15.082389	8.599648	0.501522	15.79165	3.859362	2.36013
0.70534	chr31a	11047620	11047769	MSTRG.20872.1	5.667392	13.223658	3.963044	2.850099	3.361721	1.782215	4.017176	2.610293	3.743259	0.97674	2.314661	5.752573	2.82399	1.13319	0.730748	28.992224	2.669227	0.0	7.725688	2.369316	0.38514
NA	chr31a	11060016	11062090	MSTRG.20873.2	0.011587	0.0	0.001023	0.038824	0.028134	0.003811	0.00218	0.011804	0.021546	0.0	0.003325	0.005187	0.008226	0.002139	0.012323	0.002819	0.003293	0.007187	0.002265	0.000608	0.001432
1.00000	chr31a	11067659	11069622	MSTRG.20873.5	0.365753	0.0	0.017983	0.0	0.0	0.0	0.040763	0.002308	1.30451	0.0	0.0	0.138491	0.198567	0.094353	0.0	0.237214	0.14428	0.07322	0.0	0.0	0.0
0.92895	chr31a	11067659	11069622	MSTRG.20873.6	1.841803	0.0	0.27256	0.563092	0.706146	0.115385	0.073006	1.305063	1.824981	0.0	0.0	0.467926	0.383886	0.245251	0.0	0.605131	0.31858	0.000744	0.074732	0.0	0.165682
0.72844	chr31a	11072959	11073071	MSTRG.20874.1	7.69959	2.740043	1.5772	5.93327	3.087556	0.922176	1.377874	5.393038	7.620554	4.027135	1.477348	0.370576	0.930647	1.596566	1.532496	0.703647	0.698836	0.546726	0.504595	0.262334	0.451663
0.83722	chr31a	11092318	11092535	MSTRG.20874.2	3.612656	0.0	1.824497	0.65935	0.889292	0.585299	1.454565	0.259414	3.770647	0.0	1.54837	2.89706	0.571483	0.444795	0.834585	1.414222	0.304512	0.192403	5.309342	0.84427	0.563768
0.76784	chr31a	11072749	11073071	MSTRG.20874.3	4.267639	1.549738	1.907792	4.145665	1.291801	4.057735	1.327496	3.315263	5.364362	6.34715	2.897193	1.567656	1.790907	1.66134	5.6873	56.822842	0.611402	2.760363	1.888576	5.428046	1.568894
0.89050	chr31a	11092372	11092535	MSTRG.20874.4	1.932423	0.0	0.0	1.929611	0.0	0.284283	0.326711	0.0	3.700966	0.0	1.028826	1.556427	0.102727	0.456389	0.0	0.734705	0.0	0.0	0.719249	2.941551	0.400205
NA	chr31a	11115283	11116674	MSTRG.20878.1	0.209634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.740479	0.0	0.0	0.0	0.113799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.91765	chr31a	11295500	11295598	MSTRG.20888.1	0.423299	3.193893	0.0	0.0	0.0	0.0	0.0	0.0	5.77199	0.0	0.0	0.406704	0.287989	0.0	0.0	5.618499	0.0	0.380736	0.0	0.0	0.0
0.55197	chr31a	11300444	11301268	MSTRG.20889.1	88.541397	0.0	2.893963	11.084364	6.160723	22.722694	4.499498	4.879015	36.60899	5.151483	5.962939	6.394444	12.188997	15.830588	9.164024	3.701916	6.293221	14.316965	6.852088	9.900098	9.881052
NA	chr31a	11300808	11301268	MSTRG.20889.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92314	0.0	0.0	0.0	0.708583	0.0	0.0	0.0	0.0
NA	chr31a	11300752	11301268	MSTRG.20889.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.692369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.87365	chr31a	11310665	11311739	MSTRG.20890.10	1.048604	5.230372	1.86533	0.500687	0.423326	0.0	1.550597	2.11534	2.01348	0.0	0.0	0.604245	0.508432	5.064682	0.0	0.0	0.504111	0.0	0.526027	0.495711	0.0
1.00000	chr31a	11310611	11311739	MSTRG.20890.11	0.170624	16.631622	0.768401	0.152816	0.091448	0.0	0.0	0.5448	0.355845	0.0	0.0	0.690323	0.298813	0.395822	0.0	0.241471	0.016414	0.0	0.573909	0.044933	0.0
0.82565	chr31a	11310773	11314160	MSTRG.20890.6	2.629264	35.131496	10.171624	2.025963	1.168683	0.0	1.730674	21.994057	2.39542	0.0	0.0	1.592631	1.157766	7.809744	0.15523	0.347723	0.960545	0.185313	1.862783	1.583947	0.303296
0.89281	chr31a	11310557	11311739	MSTRG.20890.7	0.978395	7.340541	2.868142	0.560471	0.560132	0.0	0.717286	1.667164	3.38283	0.0	0.0	0.488414	1.108555	4.001948	0.033392	0.381493	0.92473	0.121041	0.730516	0.181754	0.57554
NA	chr31a	11310773	11311739	MSTRG.20890.8	0.045196	0.0	0.175281	0.0	0.0	0.0	0.038395	0.425225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.95039	chr31a	11310773	11311739	MSTRG.20890.9	0.345802	0.984995	1.379289	0.368531	0.012811	0.0	0.026265	1.382736	0.371497	0.0	0.0	0.046917	0.104011	0.177285	0.176674	0.347849	0.058372	0.072857	0.034054	0.248129	0.009576
1.00000	chr12a	19328144	19328927	MSTRG.2089.1	0.574817	0.0	0.0	0.0	0.0	0.111645	0.0	0.044079	0.420054	0.0	0.0	0.0	0.0	0.150644	0.0	4.963279	0.0	0.0	0.0	0.0	0.0
0.67310	chr31a	10702588	10704218	MSTRG.20896.1	3.251022	10.270527	1.820817	1.532751	0.621952	1.013585	4.652861	0.614515	4.602258	0.561498	2.707585	3.644331	3.330054	0.574429	0.140424	4.864541	3.906949	0.371137	10.665739	3.861081	1.078459
0.39066	chr31a	10833899	10842022	MSTRG.20897.12	11.223966	6.546853	3.528097	3.362486	3.483157	1.848916	21.426262	5.975992	17.784796	6.405571	9.347709	18.543102	10.642023	2.015296	12.400883	16.745752	15.764833	2.032196	7.971565	12.778136	1.723324
1.00000	chr31a	10833466	10838986	MSTRG.20897.21	0.067443	0.0	0.0	0.003935	0.032979	0.003396	0.058278	0.0	2.935347	0.029483	0.064199	0.148156	0.175175	0.0	0.0	0.090887	0.0	0.0	0.066369	0.0	0.0
